COMPANY,AGE,SEX,LOC,FMIL_SGMT,MAU,구매력,저가선호,인스타그램활동,부모서비스관심,공기질민감,홈쇼핑관심,온라인상품권관심,홈케어서비스관심,공기질가전제품관심,디지털전자제품기타관심,바디케어관심,반려동물용품관심,비타민영양제관심,생활가전제품기타관심,안마용품관심,헬스케어용품관심,헬스케어의료관심
ceragem,80,FEMALE,,,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ceragem,90,FEMALE,,중년_자녀동거,1,0,8,0,0,0,7.9,5.9,8.4,0,0,0,0,0,0,0,0,0
ceragem,90,FEMALE,인천,키즈맘_중학생,1,0,8.6,8.9,0,0,5.4,5,0,0,0,0,0,0,0,0,0,0
ceragem,90,FEMALE,전남,키즈맘_중학생,1,0,8.8,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0
coway,,,충남,,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,인천,키즈맘_초등생,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,,키즈맘_중학생,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,경북,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,부산,키즈맘_초등생,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,서울,중년_자녀동거,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,경기,키즈맘_초등생,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,,,충북,중년_자녀동거,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,0,FEMALE,경기,,1,8,5.7,4.5,3.1,0,10,0,8.4,0,0,0,0,0,0,0,0,0
coway,0,MALE,,키즈맘_중학생,4,3.1,1.3,1.1,1.9,1.5,3.6,1.4,0,0,0,0,0,0,0,0,0,0
coway,0,FEMALE,,키즈맘_중학생,3,0,2,1.3,0,0.6,0,1.8,0,0,0,0,0,0,0,0,0,0
coway,0,MALE,부산,,2,0,0,0.5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,인천,중년_자녀동거,2,0,1.5,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,경기,키즈맘_초등생,3,0.6,1.1,0.2,0,2,1.3,1.5,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,,중년_자녀동거,3,3.1,4.8,5.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,경기,,4,2.2,2.7,1.5,1.2,0,0.9,0,2,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,전남,키즈맘_중학생,1,0,0,0,4.9,0,2.9,0,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,강원,키즈맘_초등생,1,0,6.8,0,0,4.3,1.5,0.1,0,0,0,0,0,0,0,0,0,0
coway,10,,대전,키즈맘_중학생,1,0,0,9.6,1.2,0,0,6.8,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,충북,키즈맘_초등생,1,2.7,7.2,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0
coway,10,,,중년_자녀동거,2,0,4.5,4.9,0.8,0,0,4,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,경북,,2,0,1.9,3.9,0,1.4,0,7.1,0,0,0,0,0,0,0,0,0,0
coway,10,,경기,키즈맘_중학생,1,0,0,0.7,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,경북,,1,0,1.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,인천,중년_자녀동거,2,4,0.5,0,3.3,2,3.5,3.2,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,전남,키즈맘_초등생,1,0,4.1,0,2.5,0,2.3,0,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,부산,키즈맘_중학생,2,0,0,3.9,2.8,0,2.9,2.7,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,충남,,1,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,10,FEMALE,서울,키즈맘_초등생,3,0,2.7,2.9,2.1,0.6,0,0,0,3,3,1.1,2.3,2.6,1.8,3.3,2.7,2.7
coway,10,MALE,부산,중년_자녀동거,2,0,7.7,3.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,,중년_자녀동거,10,1.7,2.3,2.7,1.9,0.6,0,1,0,2,1.3,0.9,1.6,1.6,1.3,0.5,1.4,1.4
coway,10,MALE,서울,키즈맘_중학생,2,3,1.4,0,0,5,0,5.6,0,4.9,2.8,2.7,3.9,3.8,3.6,4.9,4.2,4.5
coway,10,MALE,대전,,1,0,7,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0
coway,10,MALE,대구,키즈맘_초등생,3,4.4,0.3,5.5,2.6,2.7,0.5,0,0,0,0,0,0,0,0,0,0,0
coway,20,FEMALE,광주,,2,0,4.9,4,4.4,3,0,4.4,0,9.1,7.1,4.3,6.2,6.1,5.9,7.5,8.3,8
coway,20,MALE,경기,키즈맘_초등생,23,3.1,3.8,5,1,0.6,0.5,3.9,0.1,8.6,4.8,4.3,6.9,6.8,6.2,7.6,6.9,6.4
coway,20,FEMALE,세종,키즈맘_중학생,1,8.4,0,0,0,0,0,0,0,10,4.8,1.7,2.1,7.3,5.7,4.4,8.4,7.5
coway,20,,,중년_자녀동거,1,0,8,5.9,0,0,0,7.9,0,9.5,7.5,5.3,7.6,7.9,6.9,9.9,7.5,8.2
coway,20,FEMALE,경남,키즈맘_초등생,6,3.6,3.9,9,2.4,2.2,0.3,1.8,0,6.4,5.3,2.6,4.7,5.6,4.7,6.6,5.8,4.9
coway,20,FEMALE,대구,,2,4.1,1.9,4.4,4.1,2.5,0,2.5,0,8.2,8.7,3.4,8.4,7.6,5.4,8.5,8,7.5
coway,20,MALE,대전,키즈맘_중학생,4,1.4,2.3,0,3.4,0,0,3.1,0,9.2,6.1,4.8,6.8,7,6.6,7.3,7.4,8.2
coway,20,MALE,강원,키즈맘_중학생,5,3.7,0,6.5,0,1.8,0.3,2.7,0,9.7,5.5,3.7,7.1,6.1,6.5,6.4,7,6.7
coway,20,FEMALE,제주,,3,4.1,5,2.7,2.3,0,0.1,2.5,0,4.6,3.6,2.3,3.1,6,3.8,4.7,3.8,4.1
coway,20,MALE,울산,키즈맘_초등생,4,2.8,4.4,4.5,0,1.9,0.7,2.3,0,8.2,5,3.9,5.5,5.2,6,8.2,6,6.5
coway,20,MALE,제주,중년_자녀동거,1,0,0,0,0,0,0,0,0,8.8,7.4,6.3,8,8,6.9,9.6,7.9,8.2
coway,20,FEMALE,전북,,3,0,2.3,0,1.6,0,0.1,0,0,6.5,5.5,3,3.9,5.9,3.9,6,6,5.7
coway,20,MALE,세종,키즈맘_중학생,2,0,4.4,0,0,2.9,0.1,2.9,0,9.3,5.1,4,6.2,6.5,6.4,8.2,7.3,7
coway,20,FEMALE,강원,키즈맘_초등생,1,5.2,0,4.9,0,6.3,4.7,0,0,9.2,7.3,5.8,9.3,8.5,6.7,9.2,9.2,7.2
coway,20,MALE,충남,키즈맘_초등생,6,3.1,7.5,4.5,3.6,0,0.3,4.5,0,8.4,4.9,3.5,8.1,5.6,6,8.3,6.2,5.4
coway,20,,인천,,1,0,0,10,8.3,8.1,0.1,0,0,0.2,0.1,0,0.1,0.1,0.2,0.1,0.2,0.2
coway,20,MALE,광주,키즈맘_중학생,6,2.6,3.2,3.2,0,1.2,1.7,0.9,0,9.2,5.4,5,7.5,6.2,6.7,8.8,7.6,6.2
coway,20,FEMALE,서울,,7,3.2,2.2,6.5,1,3.5,2.4,2.2,0,8.2,5.9,2.5,7.3,5.5,5.8,8.6,7.3,6.8
coway,20,FEMALE,부산,키즈맘_초등생,3,0,0.9,5.7,2.9,3.2,0.4,2.3,0,9.5,9,3.9,8.6,8.4,5.8,9.5,8.2,6.8
coway,20,FEMALE,대전,키즈맘_중학생,5,2.5,2.5,3.7,0.4,0,2,0.9,0,8.2,6.6,3.4,5.2,6,5.8,8,6.2,6.1
coway,20,MALE,충북,중년_자녀동거,2,0,3.6,8.4,3.4,5,0,7.4,4.5,9.7,8.8,6.4,8.7,8.6,6.6,5.8,8.5,7.3
coway,20,,경북,키즈맘_초등생,1,0,0,0,7.6,6,0,7.8,0,6.1,0.9,1.5,4.8,8.3,6.1,4.9,9.6,7.5
coway,20,MALE,인천,,9,3.2,4.5,7,1.6,2.3,1.8,4.2,1.6,9,4.8,3.8,6.5,6,6.6,7.6,6.5,5.7
coway,20,MALE,전남,키즈맘_중학생,3,3.8,5.9,5.9,0,0,0.1,5.1,0,9.5,5.3,2.4,5.9,6.5,7.4,7.1,6.1,6.3
coway,20,FEMALE,충남,중년_자녀동거,2,0,0,4,0,0,2.5,6,0,4.8,3.9,1.4,4.6,4.9,3.2,5.1,4.4,4.7
coway,20,MALE,대구,중년_자녀동거,2,3.5,3.6,9.8,7.3,0,4.9,4,0,6.3,4.2,4.6,4.3,7.6,5.2,3.4,5.9,5.1
coway,20,FEMALE,충북,키즈맘_초등생,3,1.9,1.9,0,4.3,0,0,1.3,0,6.9,5.5,4,6,5.3,5,6.8,6.7,6.3
coway,20,,서울,,3,5.1,5,5.8,2.5,0,3.3,0.5,0,6.6,5.1,2.5,3.7,6.1,4.3,5.9,5.5,5.4
coway,20,FEMALE,인천,키즈맘_중학생,7,3.7,4.4,4.5,0.8,1.1,0.2,1.8,0,8.7,4.8,2.5,5,6.5,5.8,8.6,7.2,6.8
coway,20,MALE,서울,,7,2.3,4,3.3,0,2,0.4,3,0,9.7,6,4.2,7.2,6.6,6.4,7.1,7.1,6.9
coway,20,FEMALE,전남,중년_자녀동거,3,8,3.3,6.4,5.2,0,0,2.3,0,4.2,3.4,2,2,2.5,2.9,4.6,3.2,3.5
coway,20,MALE,경북,1인가구,3,2.4,2.9,6.6,1.3,0,0,6.4,0,7.6,5.9,4.3,6.2,5.9,5.6,6.4,6.3,6.3
coway,20,MALE,,2인가구,27,1.4,2.7,3.5,1.1,2.3,0.2,2.3,0.3,8.5,5.6,4.4,6.5,5.8,6.2,7.5,7,6.4
coway,20,,전남,키즈맘_중학생,1,5.2,6.5,8.9,0,0,0.1,6.2,0,3.6,3.8,3.5,3.4,3.5,3.5,3.6,3.6,3.5
coway,20,MALE,경남,키즈맘_미취학,3,4.1,2.7,0,3,0,1,4.9,0,5.7,4.4,4.2,7.4,5.1,4.8,5.8,5.2,5.4
coway,20,,광주,키즈맘_초등생,1,0,0,0,0,0,0,0,0,9.9,4.9,4,6.1,4.5,9.9,7.7,8.7,7.5
coway,20,MALE,전북,,2,0,0,0,0,0,0.1,3.1,0,9.5,6.5,5.3,8.5,5.6,6.2,7.5,7.7,7.4
coway,20,FEMALE,울산,중년_자녀동거,1,0,7.6,0,0,4,0,9.4,0,3.9,4.5,4.1,3.3,9.9,3.7,4,4,4
coway,20,FEMALE,,,20,4,2.9,5,2.5,1.6,2,1.8,0,8.5,5.8,2.6,6.3,6.1,5.3,8.3,6.9,6.5
coway,20,,충남,중년_자녀동거,1,5.2,6.9,0,0,7.4,0.2,4.7,0,9.9,2.6,6.1,8.8,7.7,8.7,8.7,8.9,6.9
coway,20,FEMALE,경기,1인가구,20,1.9,2.2,4.1,2.4,1.8,0.4,3.3,0,7.2,5.3,2.7,5.7,5.7,4.8,6.7,6,5.6
coway,20,FEMALE,경북,키즈맘_미취학,2,3,0,0,0,0,5,0,0,8.7,8.6,3.7,7.5,8.8,5.9,9.3,8.3,7.4
coway,20,MALE,부산,1인가구,7,3.8,4.7,3.4,1.4,2.6,0.2,1.1,0,8.7,4.8,4,6.6,6.3,6,6.9,7,5.9
coway,20,,경기,중년_자녀동거,6,2.3,5.9,4.1,1.2,2.8,0.8,3.3,0,8.1,4.4,2.6,5.4,4.7,6,5.5,5.6,6.2
coway,30,MALE,충북,키즈맘_초등생,28,3.1,3.6,4.7,2.5,1.6,1.8,3.7,0.3,7.3,4,3.5,6.1,5.4,5.4,6.4,5.9,5.1
coway,30,MALE,대구,키즈맘_미취학,13,3.4,3,4.8,1.8,0.6,0.5,4.1,0,7.3,4.6,4.1,6,5.5,5.4,7.1,6,5.6
coway,30,,충북,키즈맘_중학생,3,4.9,3.2,5.5,4.9,2.3,0,3.6,0,4.3,2.3,3.5,4,4,3.6,3.8,3.8,3.6
coway,30,,대전,,2,7.9,4,2.4,0,3.8,2.1,2.5,0,8.6,4.4,2.9,8.3,5.6,5.3,8.7,6.4,4.9
coway,30,,,2인가구,10,4,4.3,1.7,3.9,1.6,1.9,3.1,0.5,9,7.9,5,8,8.3,6.4,8.8,8.5,7.5
coway,30,,전북,키즈맘_초등생,3,2.4,1.9,2.6,1.3,0,4.3,3.7,0,9.2,5.4,3.8,8.1,7.1,6.5,7.8,7.6,6.4
coway,30,MALE,,1인가구,113,3.7,3.2,2.7,1.6,2,1.5,2.7,0.4,8.1,4.7,4.1,6.5,5.8,5.9,6.8,6.7,5.9
coway,30,MALE,대전,키즈맘_미취학,20,4.4,5.3,4.3,3.1,2.5,1.8,4.5,0,8.1,4.9,4.4,6.5,6.2,6.5,6,6.9,6.2
coway,30,,강원,중년_자녀동거,2,0,4,4,0,0,0.9,6.2,0,9.1,4.7,4.3,8.6,9,6.3,8.6,7.7,6.3
coway,30,FEMALE,경기,,157,4.4,2.9,3.5,5,1.9,3.1,2.6,0.2,7.8,5.5,3,5.8,6.2,5.5,7.2,6.6,6
coway,30,MALE,부산,,48,2.4,3.2,3.4,3,1.9,0.8,2.9,0.4,8.7,4.5,4.2,6.5,6.1,6.4,7.6,7,6.2
coway,30,FEMALE,대구,키즈맘_미취학,12,2.7,3.2,2.6,1.3,1.9,3.8,3.9,0,6,5,3.5,4.6,5.4,4.5,5.6,5.5,5.5
coway,30,FEMALE,세종,중년_자녀동거,3,5.4,7.6,8.2,9.2,2,3.7,4.8,0,9.6,7.6,3.1,7.5,7.7,5.3,9.2,7.7,7.2
coway,30,FEMALE,충북,키즈맘_미취학,21,3.1,3.4,3.2,5.9,1.4,2.8,2.4,0.3,8.6,6.3,3.7,6.3,7.6,6.5,8,7.7,7.2
coway,30,FEMALE,제주,1인가구,9,5.1,2.8,4.2,0.7,4,2.6,4.2,1.1,5.9,4,2.7,4.9,5.1,4.8,5.9,5.4,4.6
coway,30,FEMALE,광주,,16,7,3.8,5.7,4.7,0.7,1.9,3.1,0,7.1,4.6,2.9,4.4,5.3,5,6,6,5.6
coway,30,FEMALE,충남,중년_자녀동거,24,4.1,3.6,2.2,4.5,2.1,2.5,2.2,0.1,7.6,5.1,2.7,5.4,6.4,5.5,7.1,6.6,6.1
coway,30,MALE,울산,키즈맘_초등생,16,2.8,4.8,3.2,2.7,2.9,0.8,4.2,0.1,8.3,3.8,3.3,6.2,5.7,5.9,6.8,6.2,5.4
coway,30,FEMALE,전남,,20,2.6,3.2,3.3,5,1.7,1.1,3.3,0.2,7.6,5.8,3.1,5.9,6.6,5.5,7.2,6.8,6.3
coway,30,,부산,키즈맘_초등생,1,8,0,0,7.1,0,1,5.9,0,0.2,0.1,0,0.2,0.1,0.2,0.2,0.2,0.1
coway,30,FEMALE,서울,1인가구,63,4.8,4,3.7,3.4,1.9,3.7,2.3,0.1,8,5.4,2.8,5.4,5.9,5.6,7,6.7,6
coway,30,MALE,인천,중년_자녀동거,51,2.9,2.1,3.7,1.9,1.4,1.6,2.6,0,7.7,4.1,3.6,6,5.8,5.6,6,6.3,5.5
coway,30,,서울,키즈맘_중학생,8,4.5,3.1,4,0,0.7,1.2,5.3,0,8.8,4.6,3.5,6,6.1,6.3,8.1,7.6,6.2
coway,30,MALE,전남,키즈맘_미취학,16,2.9,4.4,2.1,1.6,2.9,2.3,3.1,0.5,7.3,4.4,3.6,6,5.3,5.4,5.7,6.1,5.4
coway,30,,인천,,5,4.8,2.7,6.9,3.2,7,2.1,6,1.6,8.5,5.7,4.8,7.4,6.8,6.1,8.1,7.1,6.3
coway,30,FEMALE,강원,중년_자녀동거,17,3.2,1.9,2.2,3.2,1.8,2.4,3.6,0.5,7.7,5.4,3.7,6,6.9,5.5,7.6,7.1,6.1
coway,30,FEMALE,부산,중년_자녀동거,32,4.3,3.3,4.6,3.6,1.1,3.2,2.3,0,7,4.6,2.6,5.2,5.8,4.6,6.4,6.2,5.3
coway,30,MALE,제주,,11,2,2.7,1.8,3.8,2.3,1.8,3.6,0,7.6,4.4,4.1,6.2,5.4,5.3,6.4,6.1,5.3
coway,30,,광주,키즈맘_미취학,4,3.3,2,6.5,2.2,0,5.7,2.2,0,9.6,5.5,3.9,7,6.3,6.8,9.6,7.1,6.5
coway,30,FEMALE,경북,1인가구,19,3.4,2.6,2.6,3,1.4,1.5,3.8,0,7.3,5.5,3.3,6.2,6.3,5.1,7,6.9,6.3
coway,30,MALE,강원,,24,2.3,3.7,3.8,2.9,1.5,2.1,3.5,0,8.6,4.4,3.9,6.7,5.7,5.9,7.8,7.2,6.2
coway,30,FEMALE,인천,키즈맘_미취학,36,5.3,2.8,3.8,5.2,1.5,4.3,1.7,0.2,7.8,5.3,2.4,5,5.7,5.6,6.6,6,6
coway,30,MALE,세종,1인가구,6,3.4,4.5,1.2,3,1.8,0.7,1.1,0,3.2,2.6,2.1,2.9,2.8,2.3,2.9,2.7,2.3
coway,30,MALE,광주,중년_자녀동거,21,2.5,4,3,2.5,1.2,0.7,3,0,6.9,3.2,3.2,5.3,4.7,5,5.1,5.4,4.8
coway,30,FEMALE,울산,키즈맘_초등생,11,5.3,4.3,4.3,6,0.7,2.5,3.4,0,9.4,6.6,3.1,6.2,7.7,6.4,8.9,8.3,7.1
coway,30,,울산,2인가구,2,0,0,2.3,0,2.9,0.1,0,0,9.1,5.5,5.6,8.8,8.6,6.5,8.1,8.1,8.4
coway,30,FEMALE,,,90,5.3,3.6,4.2,4.1,1.6,3.4,2.1,0.1,8.4,6.4,2.9,6,6.7,5.5,7.8,7,6.2
coway,30,MALE,충남,1인가구,49,3.3,3.4,3.1,2,2.3,1.8,2.5,0,8.2,4.4,4.1,6.7,6,5.9,6.9,6.7,5.9
coway,30,,충남,중년_자녀동거,3,4.9,7.6,2.3,0,2.6,3.3,4.4,0,6.6,4,3.2,5.1,4.8,4.1,6.3,5.9,5
coway,30,MALE,경북,,29,2.8,2.8,4.9,1.2,1.6,1.5,3.2,0,7.5,4.6,4.2,6.5,5.5,5.6,6.9,6.4,5.1
coway,30,,경기,1인가구,22,4.3,3.4,3,3.3,2.6,1.6,3,0,6.8,3.7,2.7,4.9,5,4.7,5.1,5.7,5.3
coway,30,,대구,1인가구,1,0,5.9,7.7,4.9,0,0,5.9,0,3.7,3.8,3.9,3.4,9.9,3.6,3.9,3.8,3.9
coway,30,,경북,키즈맘_초등생,4,4,2.5,1.8,3.8,2,1,1.3,0,7.4,6.8,4.6,6.8,7.4,5.7,7.8,7.3,6.7
coway,30,MALE,경남,키즈맘_중학생,44,2.9,2.3,3.1,2.4,2.8,1.2,2.3,0.4,8.2,4.4,4.3,6.6,6,5.9,6.3,6.8,6.1
coway,30,,제주,,1,4.9,7.7,0,0,6.7,0,6.6,0,9.6,5.6,5.3,8.8,6.7,6,8.2,7.2,5.2
coway,30,MALE,경기,중년_자녀동거,207,3,3,3.2,2.3,1.5,1.9,2.4,0.1,8,4.3,3.9,6.4,5.9,5.8,6.7,6.4,5.6
coway,30,,전남,,2,0,0,4.9,0,3.4,0.9,4.8,0,6.3,3.5,2.8,7.4,4.6,4.9,2.9,5.1,4.5
coway,30,,경남,중년_자녀동거,5,3.9,4.4,1.5,1.3,3.3,0.9,3.5,0,9.8,5,4.5,7.2,6.7,6.4,7.6,7.7,6
coway,30,FEMALE,대전,키즈맘_미취학,24,3.9,2,4.4,4.1,1.3,2.8,3,0.1,8,5.5,2.6,5.9,6,5.4,7.5,6.4,6.1
coway,30,FEMALE,전북,1인가구,14,3.7,2.3,4.9,5.5,1.9,3.9,3.6,0,7.6,6.5,3.1,5.1,6.2,4.8,6.8,6.8,6.1
coway,30,FEMALE,경남,중년_자녀동거,31,4.4,2.3,3.7,4.3,1.3,2.4,2.8,0.1,7.7,5.4,2.8,5.9,5.6,5.8,7.1,6.5,5.9
coway,30,MALE,전북,1인가구,26,3.4,3,4.3,2.4,2.1,1.4,3.3,0,8.7,4.2,3.4,6.4,6,6.2,7,6.8,6.1
coway,30,MALE,서울,,92,2.8,3.9,3.6,2,1.7,1.5,3.1,0.4,8.4,4.6,3.7,6.4,5.8,6,6.6,6.7,6
coway,40,FEMALE,경기,중년_자녀동거,316,3.8,2.5,1.7,5.2,2,5.5,2.5,0.1,7.8,5.5,4.2,5.2,6,5.6,6.5,6.2,6.1
coway,40,MALE,충남,1인가구,76,3.3,3,1.8,2.4,1.5,2.7,2.4,0.1,7.4,4.3,4.7,5.9,5.9,5.7,4.8,5.5,5.5
coway,40,,대전,키즈맘_중학생,4,4.3,1.5,1.9,4.9,0,0,3.1,0,5.6,5.1,2.4,2.9,6.4,4.5,4.7,5,4.4
coway,40,FEMALE,,,164,3.5,2.3,2.3,4.5,2.1,5.1,2.2,0.1,8,6,4,5.2,5.8,5.8,6.7,6.3,6.2
coway,40,,,키즈맘_초등생,12,2.5,2.2,1.7,3.4,2.7,2.2,2.5,0,6.1,3.9,4.1,4.9,4.9,4.8,5.9,5.1,5
coway,40,FEMALE,충남,키즈맘_미취학,62,3.5,2.6,3.2,4.4,2.4,4.5,2.3,0.1,8.3,5.9,4.2,5.7,6.7,6,7,6.6,6.5
coway,40,FEMALE,전북,중년_자녀동거,35,3.4,2.2,1.8,4.4,2.2,5.1,2.9,0.1,8.5,5.7,4.8,5.6,6.4,6.4,7.3,6.7,6.6
coway,40,FEMALE,세종,2인가구,4,4.3,4.6,3.6,4.8,3.3,3.3,1.2,0,7.1,2.9,3.5,3.9,4.9,5.5,5.1,6.1,5.3
coway,40,FEMALE,대전,,40,4.4,3.4,1.5,5.2,1.9,5.8,2.9,0,8.2,5.6,4.3,5.3,5.9,6.2,6.5,6.2,6.4
coway,40,MALE,대전,키즈맘_미취학,34,3.1,3,1.5,1.9,1.3,3.8,1.3,0,8.2,4.7,5.4,6.6,6.5,6.2,5.4,5.8,5.8
coway,40,FEMALE,충북,1인가구,51,3.9,2.8,2.6,4.2,1.5,5.1,2.4,0,7.4,5.4,4.3,5.2,5.7,5.5,6.5,5.9,5.9
coway,40,MALE,광주,,25,4.5,3,2.8,3.2,3.3,3.3,3,0,8,4.8,5.6,6.5,6.4,6.2,5.6,5.4,5.9
coway,40,FEMALE,경남,중년_자녀동거,80,4.2,3.2,2.2,3.2,1.7,5.6,2.7,0,8,5.5,4.2,5.3,6,5.9,6.5,6.4,6.2
coway,40,,세종,키즈맘_미취학,1,0,6.8,0,0,6.8,4.1,4.6,0,9.2,5.4,4.7,9.1,9.4,6.1,9.9,9.1,8.2
coway,40,MALE,세종,1인가구,13,4.7,4.9,1.4,1.8,2.3,4.9,2.1,0,8.4,4.7,5.3,6.7,6.2,6.2,4.6,5.4,5.2
coway,40,FEMALE,광주,키즈맘_중학생,32,4.1,3.1,1.9,5.3,2.8,5.5,3.1,0,6.3,4.6,3.6,4.4,5,4.7,5.3,5,5.1
coway,40,,충남,2인가구,6,4,2.5,3.6,0,0.4,3.3,3.8,0,8.1,6.2,5.5,6.1,7.2,5.7,6.7,6.3,6.2
coway,40,FEMALE,경북,,58,4.5,2.9,2.1,3.9,2,5.5,2.3,0.1,8.4,6.1,4.5,5.7,7,5.9,7.2,6.8,6.5
coway,40,,부산,중년_자녀동거,5,4.4,5.3,0.5,2.3,5.2,4.3,2.9,1.6,9.8,6.7,5.9,7.2,8.3,7.5,8.5,7,7.5
coway,40,MALE,부산,키즈맘_초등생,66,4.3,4.1,2.7,2.7,2.3,3.9,1.9,0.1,8.2,4.6,5.4,6.5,6.2,6.2,5.8,5.6,5.9
coway,40,,인천,키즈맘_미취학,5,1.5,1.6,4.3,2.6,0,2.6,2.7,0,8.3,4.3,4.4,6.7,6,6.4,7.1,6.2,5.7
coway,40,,충북,1인가구,2,0,3,0,0,3.5,3.5,2.7,0,9.5,4.7,4,5.3,6.6,8,6.9,6.7,6.8
coway,40,FEMALE,제주,중년_자녀동거,21,3.8,3.1,2.4,4,1.4,4.6,3,0.4,7.2,4.5,3.8,5.1,5.5,5.2,6.5,5.9,5.7
coway,40,,대구,1인가구,2,7,3.7,2.5,0,0,5,4.8,0,9.8,5.4,5.3,8.5,7.3,8.1,4.7,7.4,7.1
coway,40,,경남,키즈맘_초등생,7,3.7,4.3,5,2.7,1.1,4.1,1.2,0,6.6,4.6,3.2,4.1,5.9,4.8,5,5.1,5.3
coway,40,FEMALE,대구,,43,4,3.9,2.4,3.7,1.8,5.4,2.5,0.1,8.8,6,4.8,5.9,6.2,6.5,7.3,6.7,6.6
coway,40,,서울,중년_자녀동거,10,5.1,1.5,2.5,7.3,4.6,8.3,2.2,1.9,7.8,4.8,4.7,5.3,5.5,6.2,5.6,5.9,5.5
coway,40,,경북,1인가구,7,1,1.3,4.2,3.3,2.3,3.3,2.8,0,9.5,7.2,5.6,6.5,7.4,6.3,8.7,6.9,6.9
coway,40,MALE,경기,,382,3.4,3.4,2.1,3,2,3,2.2,0.1,8.1,4.5,5.2,6.4,6,6.1,5.5,5.7,5.7
coway,40,MALE,충북,키즈맘_미취학,36,3.6,2.7,1.8,2,3.1,3.2,2.5,0,8.3,4.8,5.4,6.5,6.7,6.5,5.8,6.1,6.1
coway,40,MALE,강원,키즈맘_초등생,27,2.7,3.5,2.1,2.4,3.2,4,1.4,0,7.9,4.5,5.2,6.2,5.7,6,5.5,5.3,5.7
coway,40,MALE,경남,키즈맘_중학생,58,2.7,3.4,1.9,2.4,2.9,2.7,1.6,0,8.3,4.9,5.6,6.8,6.5,6.4,5.9,5.9,6.2
coway,40,,전북,2인가구,3,5.2,2.7,1.7,3.2,2.5,7.5,4.4,0,5.8,5.3,4.4,6.4,5.1,4.4,5.9,5,5.4
coway,40,FEMALE,전남,2인가구,23,1.8,3,3.2,4.1,0.9,6,2.3,0,7.2,5.7,4.2,4.9,5.9,5.4,5.8,5.6,5.7
coway,40,MALE,,키즈맘_중학생,164,3.1,3.1,1.9,2.6,1.7,2.6,2.3,0.1,7.8,4.7,4.9,6.1,5.9,5.8,5.3,5.5,5.6
coway,40,MALE,서울,1인가구,171,3.7,3.6,2.3,2.9,2.2,3.2,2.4,0.2,7.5,4.4,4.5,5.8,5.5,5.7,5.1,5.2,5.4
coway,40,MALE,대구,,40,3.3,4,1.6,2.5,2,3.8,1.9,0,8.1,4.5,4.7,6,5.6,5.9,5.5,5.6,5.5
coway,40,MALE,인천,중년_자녀동거,87,3.4,3.6,1.8,2.2,2.8,3.2,2.2,0.1,7.6,4.4,4.9,6,5.7,5.7,4.7,5.3,5.5
coway,40,MALE,전남,키즈맘_미취학,25,3.8,3.2,2.8,2,3.1,3.1,1.1,0,8.6,4.8,5.8,7.1,7.1,6.7,5.7,6,6.4
coway,40,FEMALE,강원,키즈맘_중학생,37,3.3,2,1.2,3.2,2.5,6,2.7,0,6.9,5.2,4.2,5.1,5.9,5,6.1,5.8,5.5
coway,40,,경기,키즈맘_초등생,36,3.3,3.2,1.5,3.2,2.3,3.7,2.3,0.2,8.3,5.2,4.4,5.9,5.9,6.1,7.4,6.3,6.1
coway,40,MALE,울산,1인가구,38,2.8,3.3,2.3,1.5,3.2,3.7,2.1,0,8.2,4.8,5.8,6.7,6.5,6.4,5.9,6.1,6.2
