COMPANY,AGE,SEX,LOC,FMIL_SGMT,MAU,구매력,저가선호,인스타그램활동,부모서비스관심,공기질민감,홈쇼핑관심,온라인상품권관심,홈케어서비스관심,공기질가전제품관심,디지털전자제품기타관심,바디케어관심,반려동물용품관심,비타민영양제관심,생활가전제품기타관심,안마용품관심,헬스케어용품관심,헬스케어의료관심
bodyfriend,,,부산,,4,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,충남,중년_자녀동거,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,제주,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,대구,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,,중년_자녀동거,6,0.4,0.4,0,0.8,0,0,0,0,0.7,0.7,0.8,0.9,0.7,0.8,0.7,0.8,0.8
bodyfriend,,,전북,중년_자녀동거,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,서울,키즈맘_미취학,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,경북,,1,0,0,1,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,대전,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,경기,중년_자녀동거,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,충북,1인가구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,경남,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,,,인천,키즈맘_미취학,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,0,FEMALE,대전,중년_자녀동거,1,0,3.3,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,0,FEMALE,,,2,0,0,0,3.4,0,0.8,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,0,MALE,,,1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,부산,1인가구,9,1.2,1,0.7,0.5,1.6,1.8,1.4,0,0.5,0.5,0.6,0.7,0.7,0.5,0.7,0.7,0.5
bodyfriend,10,FEMALE,강원,키즈맘_초등생,2,1.4,1.3,3.8,2,0,3.2,3,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,,,24,0.3,0.6,2.3,1.1,0.9,1.5,0.7,0,0.9,0.8,0.9,1.1,1,0.9,1,1.1,0.9
bodyfriend,10,MALE,경남,중년_자녀동거,7,0.9,0,3.2,0.3,2.6,0.7,1,0,0.8,0.7,0.8,1,1,0.8,1,1,0.7
bodyfriend,10,FEMALE,경기,,22,1.4,1.8,2.4,1.3,0.4,1.1,0.6,0,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.7
bodyfriend,10,,전남,키즈맘_미취학,1,0,2.9,0,0,0,0.7,8.8,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,강원,키즈맘_초등생,7,0.2,2,5.3,0.5,0.5,1.3,3.2,0,2.1,2.1,2.4,2.7,2.4,2.4,2.4,2.5,2.3
bodyfriend,10,MALE,광주,1인가구,3,0,2.9,2.7,0,1.6,3.3,2.6,0,1.7,1.6,1.8,2.3,2.3,2,2.3,2.3,1.8
bodyfriend,10,FEMALE,충남,,6,0.1,0.7,3.1,0.5,0.8,1.1,0,0,0.9,0.8,0.9,1.3,1.2,1.1,1.2,1.2,0.9
bodyfriend,10,MALE,전남,중년_자녀동거,3,0,0,2.6,0.1,1.7,0,2,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,대전,1인가구,1,0,1.6,2,0.6,0,0,2.8,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,,전북,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,부산,,10,0.5,1.9,2.3,1.1,0.8,0.5,1.2,0,1,1,1.1,1.2,1.2,1.3,1.2,1.3,1.1
bodyfriend,10,FEMALE,제주,1인가구,2,0,2.4,3.9,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,,광주,키즈맘_미취학,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,전북,,1,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,울산,중년_자녀동거,1,0,0,0,0.4,4.9,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,경남,,8,0.9,1.5,0.9,1.1,1.4,0.3,0.6,0,1.4,1.2,1.4,1.5,1.5,1.5,1.5,1.6,1.4
bodyfriend,10,,,중년_자녀동거,4,0.1,1.1,5.2,0.7,0,0.5,0,0,1.3,1.2,1.4,1.6,1.6,1.5,1.6,1.6,1.3
bodyfriend,10,FEMALE,경북,1인가구,2,0,0,4.4,0.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,,경기,,4,0.2,2.1,1.5,2.7,0,0,1.7,0,1.3,1.1,1.4,1.4,1.2,1.6,1.3,1.5,1.4
bodyfriend,10,FEMALE,대전,키즈맘_초등생,3,0,0.4,2.6,2,0,1,1.3,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,경북,,13,1.2,2.2,2.5,1.9,1.2,1.3,2,0,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.4
bodyfriend,10,MALE,서울,,17,0.7,2.2,3.1,1.4,0.9,0.8,0.9,0,0.9,0.9,0.9,1.2,1.2,1,1.2,1.2,1
bodyfriend,10,FEMALE,세종,키즈맘_중학생,2,2.4,0,3.5,0,3.5,0.9,3.9,0,2.6,2.4,2.8,3.3,3.3,3.7,3.3,3.3,2.9
bodyfriend,10,,서울,,1,0,0,0,4,0,0,8.6,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,인천,1인가구,7,1.3,1.3,3.8,0.3,1.1,1.2,0.8,0,2.6,2.6,2.3,2.7,2.7,2.6,3,2.7,2.9
bodyfriend,10,,대구,,1,0,0.9,1.9,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,대구,1인가구,2,0,0,6.3,1.5,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,,인천,중년_자녀동거,2,0.8,4.3,8.9,0,3.9,0.9,0,0,2.4,2.4,2.6,2.7,2.4,3,2.6,3.4,2.4
bodyfriend,10,MALE,경기,,25,1.1,1.7,2,0.5,0.5,1.8,2.1,0,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2
bodyfriend,10,MALE,충북,,5,0.3,0.7,3.2,2.5,1.2,0.5,1.7,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,전북,키즈맘_미취학,1,0,3.8,8.9,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,MALE,충남,중년_자녀동거,5,0,0.3,0,1.4,0.3,0.7,1.3,0,1,1,1.2,1.3,1.3,1.1,1.3,1.3,1.1
bodyfriend,10,,충남,,3,0,2.8,1.3,0.2,0,1.2,2.3,2.7,0,0,0,0,0,0,0,0,0
bodyfriend,10,,경북,키즈맘_미취학,1,0,0,8.9,0,0,1.7,5.8,0,5.2,4.8,5.7,6.3,6.3,5.5,6.3,6.3,5.5
bodyfriend,10,MALE,인천,,9,0,2.1,3,3.3,0.4,1.4,2,0,1.3,1.2,1.3,1.4,1.3,1.1,1.3,1.4,1.1
bodyfriend,10,,부산,중년_자녀동거,1,5.9,1.4,5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,서울,,7,0.1,0.3,2.5,1,0,1.3,1.4,0,0.9,1,0.9,1,1,0.9,1,1,0.8
bodyfriend,10,FEMALE,충북,중년_자녀동거,2,0,4.5,0,0,2,5,3.4,0,0,0,0,0,0,0,0,0,0
bodyfriend,10,FEMALE,광주,,1,0,0,7.7,0,0,1.9,0,0,6.3,4.5,5.6,6.6,6.6,6,6.5,6.6,5.4
bodyfriend,10,FEMALE,전남,,3,0,0.9,0,0.5,0,0,2.2,0,1.7,1.6,1.9,2,2,2.4,2,2,1.7
bodyfriend,10,MALE,,중년_자녀동거,33,0.6,1.4,3.4,0.5,1,0.9,2.4,0,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.5
bodyfriend,10,,울산,,1,0,1.3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
bodyfriend,20,FEMALE,전북,,14,3.1,3.1,2.4,2.5,0.6,2.2,2.1,0,3.5,3.3,3.2,3.8,3.7,3.6,3.7,3.9,3.2
bodyfriend,20,,경기,,23,2.6,2.1,3.1,1.3,1.2,1.5,2.7,0,4.1,3.8,4.1,4.5,4.2,4.3,4.3,4.3,3.9
bodyfriend,20,FEMALE,충북,2인가구,12,2.8,1.5,3.6,0.3,1.4,1.3,1.5,0,4.2,4.3,4.3,4.6,4.6,4.5,4.6,4.7,4.1
bodyfriend,20,MALE,강원,1인가구,16,1.6,1,4.9,0.7,1.7,1.3,3.1,0,4.3,4.5,4.5,4.9,4.4,4.6,4.8,4.9,4.2
bodyfriend,20,MALE,충남,중년_자녀동거,28,1.6,2.1,2.4,1.2,2.3,0.8,2.5,0,3.1,3.1,3.1,3.3,3.2,3.4,3.4,3.4,3.3
bodyfriend,20,FEMALE,경북,키즈맘_미취학,14,3.4,2,3.1,1.2,0.6,2.5,1,0,4.4,4.5,4.4,4.5,4.4,4.5,4.8,4.5,4
bodyfriend,20,FEMALE,경기,,116,3.5,2.6,4.4,1.6,0.9,1.6,2.1,0,4.8,4.7,4.8,5,4.7,5,5,5.1,4.4
bodyfriend,20,MALE,세종,,2,0,4.8,4,0,3.5,5,0,0,0,0,0,0,0,0,0,0,0
bodyfriend,20,FEMALE,제주,중년_자녀동거,7,4.6,1.4,5.3,1.7,2.6,0.7,3.5,0,3.9,4,3.9,3.9,4.3,3.9,4.1,3.9,4
bodyfriend,20,MALE,충북,키즈맘_초등생,25,0.9,2.8,2.5,1.2,1.3,1.6,3.6,0,5,5.2,5,5.2,5,5,5.5,5.2,4.8
bodyfriend,20,,강원,키즈맘_중학생,3,0,1.3,2.5,2.3,3.3,1.4,2.5,0,1.8,1.6,1.8,1.8,1.6,1.5,1.7,2.1,1.8
bodyfriend,20,MALE,경북,1인가구,26,1.5,2.8,4.1,1.7,0.1,0.8,2.1,0.3,3.9,3.9,4,4.3,3.9,4.2,4.2,4.4,3.8
bodyfriend,20,FEMALE,전남,키즈맘_미취학,11,1,3.2,3.6,0.9,2,1.2,3.5,0,4,4.1,3.7,4.1,4.2,4.2,4.3,4.2,3.8
bodyfriend,20,FEMALE,대전,,18,1.6,1.7,2.4,1.6,1.1,1.5,2.6,0.5,4.2,4.2,3.9,4,3.9,4.1,4.3,4.1,3.9
bodyfriend,20,FEMALE,부산,,20,4.4,2.4,4,0.8,2.2,2.4,4.5,0.3,4.1,4.1,4.1,4.3,4.1,4.4,4.3,4.4,4
bodyfriend,20,FEMALE,인천,,46,3.3,2.4,4.3,0.7,1.5,1.4,2.3,0,3.9,3.9,3.9,4.1,3.7,4,3.9,4.1,3.7
bodyfriend,20,,광주,1인가구,2,2,0.6,3.5,0,0,1.3,0,0,6.6,6.7,6.2,6.6,7.2,6.2,7.2,6.4,6.7
bodyfriend,20,,서울,키즈맘_미취학,10,2.3,2,1.3,0.8,1.9,2,5.3,0,4.2,3.9,4.4,4.4,4.1,4.7,4.2,4.4,4
bodyfriend,20,MALE,부산,,31,1.3,2.5,2.4,0.3,1.8,0.8,3.9,0.2,5,4.9,5.1,5.5,5.2,5.1,5.4,5.5,4.6
bodyfriend,20,MALE,울산,키즈맘_미취학,16,2.6,1,4.6,0.6,0.7,0.8,2.2,0,4.9,4.9,5.1,5.3,5.1,4.9,5.3,5.5,4.7
bodyfriend,20,MALE,인천,,44,1.4,2.8,3.6,1,1.4,0.7,2.1,0.1,4,4,3.8,4.2,3.9,4,4.1,4.2,3.4
bodyfriend,20,FEMALE,서울,1인가구,88,4,2.7,4,0.9,1.3,1.8,1.7,0.1,4.1,4.3,4.3,4.4,4.3,4.1,4.3,4.3,3.7
bodyfriend,20,,세종,,2,6,7.4,4.5,0,0,1,4.3,1.7,6.6,6.9,6.5,6.5,6.7,6,6.4,6.8,6.8
bodyfriend,20,FEMALE,충남,,17,3,2.3,5.5,0.7,0.8,1.4,2.7,0.1,5.1,5,5,5,4.9,4.7,5.2,4.9,5
bodyfriend,20,,대전,1인가구,6,4,1.3,4.1,1,0,1.5,2.5,0,6.3,6.3,5.9,6.6,6.2,6.3,6.5,6.4,5.9
bodyfriend,20,,경남,키즈맘_초등생,3,1.3,0,3.3,0,0,2.2,0,0,6.3,5.9,6.3,6.5,6,6.2,6.3,6.4,5.3
bodyfriend,20,MALE,경기,키즈맘_미취학,179,1.5,2.8,3.8,1.1,1.2,1.5,2.9,0.2,4.7,4.2,4.5,5.1,4.7,4.8,4.8,5,4.2
bodyfriend,20,,대구,,5,1.7,2,1.7,0.2,0,1.2,2.8,0,4.9,4.8,4.9,5.3,4.9,5.4,5.1,5.3,4.4
bodyfriend,20,FEMALE,울산,키즈맘_미취학,10,2.3,1.6,2.7,1.6,0,1.9,1.5,0,5.1,4.9,5,5,4.8,5,5.3,5,4.8
bodyfriend,20,,충남,,1,5.9,0,9.7,0,0,0,9.8,0,5.8,5.7,6.4,7.2,6,6.8,6,6,5.1
bodyfriend,20,FEMALE,경남,1인가구,21,2.8,2.9,3.6,0.4,1,2.1,2.5,0,4.1,4.1,4.1,4,4,4.2,4.2,4.2,3.7
bodyfriend,20,MALE,전남,키즈맘_미취학,14,3,3.2,5.1,1.7,0.4,0.8,2.1,0,4.4,4.3,4.3,4.5,4.1,4.4,4.5,4.5,4.3
bodyfriend,20,,충북,,2,2.5,2.9,8.5,1,1.5,0.5,0,0,5.8,6.6,5.4,5.7,5.2,6.1,6.5,5.5,7.2
bodyfriend,20,,인천,중년_자녀동거,4,3.2,6.1,2,0.5,2,1.3,1.4,0,3.2,3.4,3.3,3.5,3.1,3.4,3.6,3.4,3
bodyfriend,20,MALE,제주,,5,1.9,1.6,3.1,1.8,0,0,3.7,0,3.7,4.2,4.1,3.6,3.8,4,4.3,3.6,3.3
bodyfriend,20,,제주,키즈맘_미취학,1,4.8,0,8.5,0,0,0.1,6.6,0,5.3,6.9,7,6.1,6,7.3,7.1,6.1,6.7
bodyfriend,20,,부산,,3,3.4,5.2,2.3,0,0,0.1,2.2,0,1.7,1.5,1.8,2.3,2.3,2,2.3,2.3,1.7
bodyfriend,20,MALE,대구,1인가구,20,2.5,3.5,4.3,1.6,0.8,1.4,2.9,0.4,4.6,4.7,4.5,4.9,4.7,4.5,4.9,4.8,4.5
bodyfriend,20,FEMALE,강원,중년_자녀동거,9,3.2,3.6,3.7,1.8,1.7,1.4,3,0,4.6,4.5,4.2,4.2,4.1,4.5,4.2,4.1,4.3
bodyfriend,20,,울산,키즈맘_초등생,2,0,2.9,0,0.5,0,0.1,0,0,6.3,5.9,5.9,6.3,6.3,6,6.6,6.4,5.7
bodyfriend,20,FEMALE,세종,키즈맘_미취학,3,1.8,0.8,6.6,2.5,1.6,1.3,2.2,0,6.3,6.6,6,6.3,6,6.3,6.6,6.9,5.3
bodyfriend,20,,전남,,1,0,8.9,8.7,6,0,0,0,0,5.4,5,5.5,4.9,5.1,6.9,4.6,5.2,5.3
bodyfriend,20,MALE,경남,1인가구,38,2,3,3.3,0.3,1,1.3,2.6,0.2,4.7,4.7,4.8,4.9,4.6,4.8,5,4.9,4.4
bodyfriend,20,,전북,중년_자녀동거,6,1.2,0.4,3,1.9,1.8,1.4,0,0,5.1,5.3,5.1,5.7,5.2,5.2,5.3,5.3,4.6
bodyfriend,20,,,,36,2.2,1.2,3.8,1.6,0.8,0.9,3.3,0,4.4,4.4,4.6,5,5,4.8,5,5.1,4.2
bodyfriend,20,MALE,대전,1인가구,10,2.3,3.8,3.2,0.8,2.3,2.9,5.3,0,3.1,3,3.1,3.3,3,3.1,3.2,3.1,3.4
bodyfriend,20,FEMALE,광주,,14,3.1,2.7,4.8,2.2,2.1,2.6,3,0,4.2,4.2,4.1,4.2,4.2,4,4.4,4.1,3.7
bodyfriend,20,,경북,중년_자녀동거,2,6.5,5,9.4,0,0,5,7.3,0,3.5,3.1,3.5,3.4,3.4,3.5,3.4,3.4,2.4
bodyfriend,20,MALE,전북,2인가구,16,1.7,3.2,4,0.5,0.2,0.4,3.3,0,4.2,4.4,4.4,4.5,4.5,4.3,4.5,4.6,4
bodyfriend,20,MALE,,키즈맘_미취학,187,1.5,1.8,3.9,1.1,1.1,1.4,2.2,0,4.2,4,4.1,4.4,4.1,4.3,4.3,4.4,3.7
bodyfriend,20,FEMALE,대구,키즈맘_중학생,19,3.2,3.2,4.3,1,0.8,2.1,2,0.4,3.3,3.4,3.5,3.7,3.3,3.4,3.7,3.7,3.4
bodyfriend,20,MALE,광주,1인가구,18,0.5,3.3,5.3,1.2,1.2,0.4,2.5,0,2.4,2.4,2.5,2.7,2.5,2.7,2.6,2.8,2.4
bodyfriend,20,MALE,서울,,90,1.7,2.6,3.4,1,0.9,1.1,2.8,0.2,4,3.8,3.8,4.2,3.8,4.2,4,4.2,3.7
bodyfriend,20,FEMALE,,키즈맘_미취학,185,3.6,2.6,4,1,1.5,1.7,2.3,0.1,4.9,4.9,4.9,5.1,4.9,5,5,5.2,4.5
bodyfriend,30,MALE,대전,,71,2.4,2.4,2.9,2,1.4,1.7,3.1,0.2,4.6,4.4,4.6,4.9,4.5,4.7,4.7,4.9,4.7
bodyfriend,30,MALE,부산,,143,3.3,3,3.6,1.5,2,1.8,2.5,0.1,4.3,4.1,4.3,4.6,4.2,4.4,4.4,4.6,4.4
bodyfriend,30,,충북,,8,2.5,2.8,2.3,2,1.6,0.7,3.8,0,5.6,5.3,5.8,5.2,5.3,5.4,5.6,5.3,5.5
bodyfriend,30,,서울,1인가구,60,3.7,2.7,3.1,1.9,2.6,2,2.1,0.1,4.9,4.5,5,5.3,4.9,5.2,4.9,5.3,4.9
bodyfriend,30,MALE,경남,키즈맘_초등생,118,2.6,3,3.5,1.6,2.2,1.6,2.4,0,4.8,4.5,4.7,5,4.6,4.8,4.9,5,4.6
bodyfriend,30,,인천,,23,2.5,0.9,3.6,2.9,1.2,2.2,1.8,0.1,5.1,4.7,5.2,5.7,5,5.4,5.1,5.4,4.9
bodyfriend,30,FEMALE,충남,,43,4.8,2,3,3.3,1.3,2.5,2.3,0.1,5,4.7,4.8,5,4.9,4.9,5.1,5,4.6
bodyfriend,30,,경기,키즈맘_미취학,85,3.2,2.8,2.5,1.9,2.5,1.8,2.7,0.2,4.9,4.3,4.8,5.2,4.8,5,4.8,5.1,4.5
bodyfriend,30,FEMALE,대전,중년_자녀동거,51,5.1,2.8,3.5,2.8,2.1,3.7,2.3,0,4.6,4.7,4.7,4.8,4.6,4.7,4.8,4.8,4.5
bodyfriend,30,MALE,,중년_자녀동거,509,2.6,2.4,3.3,1.9,1.7,1.8,2.5,0.1,4.9,4.5,4.8,5,4.6,4.9,4.8,5,4.7
bodyfriend,30,FEMALE,경남,,69,5.4,2.4,4.1,2.9,2,3.8,2.5,0,4.5,4.5,4.5,4.7,4.4,4.7,4.8,4.7,4.4
bodyfriend,30,FEMALE,경기,키즈맘_미취학,396,4.5,2.5,3.4,3.4,2,3.2,2.2,0.1,4.6,4.3,4.7,4.8,4.5,4.8,4.6,4.8,4.3
bodyfriend,30,,경남,1인가구,19,4.2,2.7,3,2.2,1.5,2.2,1.2,0,5.4,5.3,5.4,5.5,5.1,5.4,5.4,5.5,5.1
bodyfriend,30,FEMALE,강원,,29,4.8,3.1,4.3,3.7,1.7,3.8,1.7,0,4.2,4.1,4.2,4.5,4.2,4.2,4.5,4.4,4
bodyfriend,30,,전북,키즈맘_중학생,7,5.8,2.5,5.7,1.3,1.1,3.2,1.5,0,5.1,5,5.4,5.6,5.2,5.3,5.6,5.4,4.9
bodyfriend,30,,강원,,5,1.2,0.2,1.4,0,0,2.5,0,0,5.9,5.3,5.5,6.3,5.7,5.8,5.7,6.2,5.2
bodyfriend,30,,,1인가구,58,3.1,2.6,3.1,2.6,1.5,2.6,2.4,0,5.3,5,5.3,5.5,5.1,5.5,5.2,5.5,5
bodyfriend,30,,전남,,4,3.2,3,4,1.7,0.2,0.2,1.3,0,3.4,2.8,3.3,2.9,2.7,3.3,3,3.2,3
bodyfriend,30,MALE,광주,키즈맘_초등생,61,3.1,3,3.8,2.6,1.2,1.7,3.2,0.1,4.4,4.4,4.6,4.6,4.2,4.5,4.7,4.5,4.6
bodyfriend,30,FEMALE,대구,,52,4.2,2.5,4.1,1.8,1.3,3.5,1.6,0.2,5,5.1,4.9,5.4,5.4,5.2,5.4,5.3,4.9
bodyfriend,30,FEMALE,부산,2인가구,92,4.3,2.4,4.1,2.5,1.8,3,2.7,0.3,4.3,4.3,4.4,4.6,4.3,4.4,4.6,4.5,4.1
bodyfriend,30,,광주,,5,3.1,3.1,5.2,2.5,2.3,4.1,2.6,0,5.2,5.3,4.9,5,5.4,4.9,5.5,5.5,4.9
bodyfriend,30,MALE,경북,1인가구,108,2.5,3.2,2.8,1.8,1.7,1.7,2.5,0.1,4.6,4.4,4.6,4.8,4.5,4.6,4.7,4.8,4.5
bodyfriend,30,MALE,인천,키즈맘_초등생,133,2.8,3,3.2,1.5,2.1,1.5,2.7,0.3,4.6,4.2,4.5,4.7,4.4,4.5,4.5,4.7,4.3
bodyfriend,30,FEMALE,광주,,44,4.1,2.7,4.1,3.7,1.3,3.3,2.4,0,4.6,4.5,4.7,4.7,4.8,4.6,5.1,4.7,4.6
bodyfriend,30,MALE,서울,키즈맘_미취학,330,2.6,2.5,3.3,1.8,1.6,1.7,2.5,0.2,4.6,4.1,4.5,4.8,4.5,4.6,4.6,4.8,4.5
bodyfriend,30,,세종,,1,8.1,10,0,7.6,2.9,0,5.8,0,6.2,6.9,6.2,6.5,6.5,6.8,7.2,5.6,7.7
bodyfriend,30,,부산,키즈맘_초등생,18,4.5,3,3.3,2.7,2.8,0.9,3.4,0,5.9,5.7,5.9,6.5,5.9,6.2,6.2,6.4,5.8
bodyfriend,30,MALE,전남,키즈맘_초등생,60,2.9,3.2,3.6,2.3,1.9,2,2.9,0,3.9,3.8,4.1,4.3,3.9,4.2,4.1,4.3,3.9
bodyfriend,30,,울산,,12,1,4.1,2.9,2.9,3.9,0.2,2.6,0,4.7,4.8,5,5.3,4.8,5.1,5.2,5.2,4.9
bodyfriend,30,MALE,울산,중년_자녀동거,37,3.6,3.6,4.2,2.1,1.7,1.7,2,0.4,4.5,4.5,4.6,4.6,4.5,4.6,4.8,4.7,4.5
bodyfriend,30,,대구,,13,3.1,1.6,3.7,2.8,1.7,3.3,1.9,0.2,4.6,4.3,4.6,4.8,4.5,4.7,4.7,5,4.5
bodyfriend,30,MALE,충남,1인가구,81,3.4,2.8,2.9,1.8,2.3,1.9,2.3,0.1,4.5,4.3,4.5,4.6,4.4,4.5,4.5,4.7,4.5
bodyfriend,30,MALE,강원,,57,2.9,2.9,3.9,1.8,1.5,2.4,2.5,0,4.6,4.8,4.6,4.8,4.4,4.5,4.7,4.6,4.3
bodyfriend,30,FEMALE,세종,키즈맘_미취학,6,4.2,2.9,1.6,5,0,2.5,0.9,0,2.1,2.1,2.3,2.1,2.1,2.4,2.3,2.2,1.9
bodyfriend,30,,제주,키즈맘_중학생,3,2.7,2.4,2.2,0,0,4.6,0,0,6.5,5.8,6.4,6.1,6.3,6.9,6.6,6.3,6.1
bodyfriend,30,FEMALE,서울,중년_자녀동거,241,4.4,2.5,3.2,2.7,1.9,3.3,2.2,0.2,4.3,4.1,4.3,4.4,4.2,4.2,4.3,4.3,4
bodyfriend,30,FEMALE,전북,,47,4.2,1.5,3,3,1.5,2.7,3.1,0.1,3.9,4,4,4.2,4.1,4.1,4.4,4.1,3.9
bodyfriend,30,MALE,세종,키즈맘_초등생,10,2.3,1.7,2.5,3.5,0.7,1.6,1,0,2.5,2.5,2.4,2.6,2.6,2.5,2.6,2.4,2.4
bodyfriend,30,FEMALE,전남,1인가구,18,3.7,2.1,3.3,4.2,3.6,3.4,2.7,0,4.9,5.1,5.2,5.3,4.9,5.2,5.3,5.4,5
bodyfriend,30,FEMALE,,,341,4.4,1.9,3.3,2.6,1.8,3.4,2.3,0.1,4.8,4.7,4.9,5.1,4.8,5.1,4.9,5,4.6
bodyfriend,30,MALE,제주,중년_자녀동거,27,3.3,3.9,4,2.8,1.8,1.5,3,0,5,4.9,5,5.3,5.1,5.3,5.5,5.4,4.8
bodyfriend,30,MALE,충북,키즈맘_미취학,74,2.9,3,2.8,2.1,2.7,2.1,1.9,0.2,4.6,4.6,4.8,4.9,4.6,4.8,4.8,4.9,4.7
bodyfriend,30,MALE,대구,,82,2,1.9,3.6,1.5,1.8,0.9,2.9,0,4.1,4,4,4.3,3.9,4.1,4.1,4.2,4
bodyfriend,30,FEMALE,경북,,60,4.7,3.5,4.2,3.6,2,2.9,2.6,0,4.4,4.5,4.3,4.5,4.4,4.4,4.7,4.6,4.2
bodyfriend,30,MALE,전북,중년_자녀동거,66,3.6,2.7,3.1,1.5,2,1.4,2.8,0.1,4.6,4.7,4.6,4.8,4.6,4.6,4.8,4.9,4.5
bodyfriend,30,,경북,,18,1.4,2.4,0.6,1,1.5,1.9,4.2,0,4.6,4.4,4.7,5,4.7,4.9,4.7,5,4.3
bodyfriend,30,,대전,키즈맘_초등생,8,5,2.2,1.6,5.1,4,1.9,0.9,0,6.1,5.5,6,6.5,5.9,6.2,6.1,6.3,6
bodyfriend,30,FEMALE,충북,키즈맘_미취학,40,4.3,1.8,3.5,3,2.3,3.2,2.5,0,4.2,4.2,4.2,4.4,4.3,4.3,4.3,4.4,4
bodyfriend,30,FEMALE,인천,키즈맘_중학생,112,4.4,2.9,3.5,2.5,1.7,3.7,2.3,0.3,4.3,4.2,4.3,4.6,4.4,4.5,4.5,4.6,4.3
bodyfriend,30,FEMALE,울산,,27,3.5,2.9,2.7,2.5,3.3,2.9,2.3,0,3.6,3.8,3.4,3.7,3.8,3.5,3.8,3.7,3.6
bodyfriend,30,MALE,경기,중년_자녀동거,611,3.1,2.6,2.9,2.1,2,1.9,2.6,0.1,4.6,4.1,4.4,4.8,4.4,4.6,4.5,4.8,4.3
bodyfriend,30,FEMALE,제주,,14,5.7,0.8,3.4,2.9,1.4,4.4,1.1,0,5.3,5.2,5.4,5.3,5.7,5.5,5.5,5.4,4.9
bodyfriend,30,,충남,,11,3.1,5.1,3.8,1.7,1.2,0,6,0,5.5,5.7,5.4,5.8,5.3,5.5,5.5,5.6,5.1
bodyfriend,40,,울산,,9,4.1,1.9,0,1.5,3.3,2.3,2.2,0,5.2,5.1,5.2,5.4,5.2,5.3,5.4,5.6,5.5
bodyfriend,40,FEMALE,,키즈맘_초등생,356,3.3,2.6,1.9,4.7,2,5.4,1.9,0.1,4.7,4.6,4.7,4.8,4.7,4.8,4.6,4.9,4.5
bodyfriend,40,,강원,,7,5.3,4.2,3.6,1.7,1.3,2.6,0,0,4.4,4.6,4.2,4.5,4.2,4.1,4.7,4.4,4.1
bodyfriend,40,,경북,,20,3.4,3.4,3.2,1.9,1.6,3.7,3.1,0,5.1,4.8,4.9,5.6,5.1,5.2,5.2,5.4,4.9
bodyfriend,40,FEMALE,전북,중년_자녀동거,55,3.1,2.3,2.3,3.6,2,5.7,1.7,0,4.7,4.6,4.5,4.7,4.6,4.7,4.8,4.9,4.5
