COMPANY,AGE,SEX,LOC,FMIL_SGMT,MAU,구매력,2ND단말기보유점수,구매력점수,블로그활동점수,이사관심점수,공기질민감점수,도서잡지관심점수,인테리어관심점수,렌탈관심점수,홈케어서비스관심점수,계절가전제품관심점수,생활가전제품관심점수,주방용품가전제품관심점수,디지털전자제품관심점수
cuckoo,10,FEMALE,경남,,564,8,7.8,8,5.9,1.9,,0.7,4.4,,,5.7,4.4,1.9,2.5
cuckoo,10,FEMALE,경남,키즈맘_중학생,203,7.1,7.9,7.1,4.9,1.4,,2.3,3.3,2.1,,1.7,1.7,0.4,1
cuckoo,10,FEMALE,경북,중년_자녀동거,42,8.9,7.8,8.9,5.5,1.7,,3.4,4.1,,,16.3,16.7,3.9,8.2
cuckoo,10,FEMALE,경북,키즈맘_중학생,150,8.5,7.9,8.5,5,1,,3,3.2,6,,1.8,1.9,0.4,1
cuckoo,10,FEMALE,경북,,395,8,8,8,5.2,2.5,,6.4,4,,,9.3,8.4,2.5,4.4
cuckoo,10,FEMALE,경북,키즈맘_초등생,62,10,8,10,4.6,1.1,,2.7,1.4,0.1,,1.8,1.8,0.4,1.1
cuckoo,10,FEMALE,광주,키즈맘_중학생,85,7,8,7,5.4,1.5,,4,4.3,9.6,,1,1,0.2,0.5
cuckoo,10,FEMALE,광주,키즈맘_초등생,26,5.2,7.9,5.2,5.4,1.5,8,8,4.6,,,0.4,0.3,0,0.3
cuckoo,10,FEMALE,광주,중년_자녀동거,29,2.1,7.9,2.1,5.3,1.1,,4,5.9,,,19.1,20.2,4.4,10.4
cuckoo,10,FEMALE,광주,,239,10,7.8,10,5.4,0.8,,9.8,1.3,7.5,,2.2,2.2,0.5,1.1
cuckoo,10,FEMALE,대구,키즈맘_초등생,46,6.7,8,6.7,4.7,1.2,8,0,3.9,9.6,,1.7,1.8,0.5,0.9
cuckoo,10,FEMALE,대구,중년_자녀동거,44,8.4,7.8,8.4,4.9,1.3,,,3.9,,,13.3,13.1,3.1,7
cuckoo,10,FEMALE,대구,,275,6.2,7.9,6.2,5.3,0.9,,1.5,2.5,,,5.8,5,1.8,2.7
cuckoo,10,FEMALE,대구,키즈맘_중학생,82,6,7.9,6,4.2,0.9,2.5,3.1,3.2,,,3.4,3.4,0.8,1.7
cuckoo,10,FEMALE,대전,키즈맘_중학생,123,8.6,7.9,8.6,5,1.6,,4.1,5.3,,,2.1,2,0.5,1
cuckoo,10,FEMALE,대전,중년_자녀동거,49,5.7,7.9,5.7,5.7,1.8,8,3.7,2.8,9.6,,17.8,17.5,4.1,9.8
cuckoo,10,FEMALE,대전,,329,5,7.8,5,6.2,0.8,,8.3,0.9,,,11.5,10.1,3.4,5.3
cuckoo,10,FEMALE,대전,키즈맘_초등생,52,7.8,7.7,7.8,4.5,1.3,8,1.6,2.7,7.8,,1.7,1.5,0.4,1
cuckoo,10,FEMALE,부산,키즈맘_중학생,217,7.9,7.9,7.9,4.7,1.5,8,4.9,4.4,,,2,1.9,0.5,1.1
cuckoo,10,FEMALE,부산,,561,9.7,8,9.7,4.6,1.3,,9.1,3,,,5.4,5,1.5,2.5
cuckoo,10,FEMALE,부산,키즈맘_초등생,68,8.8,7.9,8.8,5.3,1.5,8,0,2.3,,9.2,1.3,1.3,0.3,0.6
cuckoo,10,FEMALE,부산,중년_자녀동거,69,8.6,7.8,8.6,4.5,1.5,,8,4,,,18.3,18.5,4.4,8.9
cuckoo,10,FEMALE,서울,키즈맘_중학생,258,7.5,8,7.5,5,1.5,,4,3.7,1.3,,2.3,2.4,0.6,1.2
cuckoo,10,FEMALE,서울,키즈맘_초등생,94,8.6,7.8,8.6,5.6,1.2,9.1,0,3.6,0.2,,1.7,1.6,0.4,0.8
cuckoo,10,FEMALE,서울,,838,7.9,7.8,7.9,5.3,2.4,,0,4.1,,,8.4,7.7,2.3,4
cuckoo,10,FEMALE,서울,중년_자녀동거,170,7.9,7.8,7.9,5.6,1.4,6.3,6.7,3.5,0.1,,17.4,17.4,4.2,8.9
cuckoo,10,FEMALE,세종,키즈맘_초등생,6,,7.7,,2.8,0.6,,,,,,0,0,0,0
cuckoo,10,FEMALE,세종,키즈맘_중학생,28,10,7.9,10,5,2.1,,0,3.7,,,1.5,1.4,0.3,0.8
cuckoo,10,FEMALE,세종,중년_자녀동거,6,10,7.9,10,5.7,0.9,,8,2.7,,,24.8,26.3,6,12.5
cuckoo,10,FEMALE,세종,,60,,7.6,,2.8,0.9,,,0.5,,,7.3,4.3,3,3.1
cuckoo,10,FEMALE,울산,키즈맘_중학생,82,7.7,8,7.7,4.6,1.1,,1.3,4.2,0.1,,1.4,1.3,0.3,0.9
cuckoo,10,FEMALE,울산,,202,6.9,8.7,6.9,4.2,0.8,8,0,3.3,,,5.4,4.6,1.5,2.3
cuckoo,10,FEMALE,울산,중년_자녀동거,26,10,7.8,10,6.2,1.5,,0,4.1,,,18,18.2,4.7,8.7
cuckoo,10,FEMALE,울산,키즈맘_초등생,29,10,7.9,10,4.7,1.5,,0,3.6,,,3,3.1,0.6,1.8
cuckoo,10,FEMALE,인천,,602,10,7.8,10,5.3,1.1,,2.7,4.5,10,,6.5,5.5,1.9,2.9
cuckoo,10,FEMALE,인천,중년_자녀동거,81,8.9,7.8,8.9,5.6,1,8,4.4,4.2,9.3,,17.1,17.2,4.1,8.7
cuckoo,10,FEMALE,인천,키즈맘_초등생,82,6.8,8,6.8,4.8,0.8,,2.3,2.2,3.3,,1.5,1.5,0.3,0.8
cuckoo,10,FEMALE,인천,키즈맘_중학생,197,7.9,8,7.9,4.6,1.2,8,2.9,4.2,9.6,,1.8,1.9,0.5,0.9
cuckoo,10,FEMALE,전남,중년_자녀동거,27,7.2,7.8,7.2,5.5,2.2,,0,5.3,,,16.4,16.1,4.1,9.1
cuckoo,10,FEMALE,전남,키즈맘_초등생,38,6,7.9,6,4,0.6,,0,1.7,9.6,,0.3,0.2,0.1,0.2
cuckoo,10,FEMALE,전남,키즈맘_중학생,85,6.9,7.8,6.9,5.1,1.4,,4.7,4.6,,,2.6,2.8,0.6,1.4
cuckoo,10,FEMALE,전남,,243,10,7.6,10,0.9,0.6,,,,,,2.2,0.9,1,0.9
cuckoo,10,FEMALE,전북,중년_자녀동거,55,4.9,7.8,4.9,5.9,2,,,5.3,9.6,,16.9,17.1,4.2,8.6
cuckoo,10,FEMALE,전북,키즈맘_초등생,33,8.3,8,8.3,5.9,0.4,,0,3.4,9.9,,2,2.1,0.5,0.9
cuckoo,10,FEMALE,전북,키즈맘_중학생,146,7.9,7.9,7.9,4.6,1.6,0.1,2.3,3.9,,,2.9,3,0.7,1.4
cuckoo,10,FEMALE,전북,,371,8.4,7.8,8.4,4.7,0.7,8,8.9,3,,,4.3,3.4,1.3,1.9
cuckoo,10,FEMALE,제주,중년_자녀동거,15,,7.9,,4,2.2,,4.2,7.1,,,20.5,21.3,4.7,9.8
cuckoo,10,FEMALE,제주,키즈맘_초등생,19,0,7.9,0,6.6,0.8,,,,,,2.4,2.5,0.5,1.3
cuckoo,10,FEMALE,제주,,137,0,7.5,0,,0.7,,,0.9,,,9.1,9.4,2.3,4.8
cuckoo,10,FEMALE,제주,키즈맘_중학생,52,6.3,7.9,6.3,5.1,1.4,5.3,0,4.9,,,1.3,1.3,0.2,0.9
cuckoo,10,FEMALE,충남,키즈맘_중학생,158,9,7.9,9,4.8,1.2,9,2,3.3,,,2.7,2.6,0.7,1.2
cuckoo,10,FEMALE,충남,,483,7.5,7.9,7.5,3.5,2.3,,0,3.9,0.2,,4.6,3.7,1.5,2
cuckoo,10,FEMALE,충남,키즈맘_초등생,76,7.3,7.8,7.3,5.9,0.7,,8.9,1.9,,,1.8,1.7,0.4,0.9
cuckoo,10,FEMALE,충남,중년_자녀동거,57,4.4,7.9,4.4,4.2,1.3,0,3.3,3.7,3.1,,18.3,18.8,4.3,9.4
cuckoo,10,FEMALE,충북,키즈맘_초등생,56,10,8.1,10,4.8,0.8,,2,1.7,,,0.6,0.6,0.1,0.2
cuckoo,10,FEMALE,충북,,283,10,7.9,10,5.8,1.5,,0,8.8,,,4.2,4.4,1,2.2
cuckoo,10,FEMALE,충북,중년_자녀동거,26,7.5,7.7,7.5,6.8,2.7,8,0,3.3,,,17.7,16.6,4.3,9.4
cuckoo,10,FEMALE,충북,키즈맘_중학생,102,6.3,8,6.3,4.7,1.1,,2.6,3.2,,,1.6,1.5,0.4,1
cuckoo,10,MALE,,키즈맘_중학생,865,7.3,7.9,7.3,5.1,1,5,3.5,1.8,3.2,9.2,3.5,3.8,0.8,1.8
cuckoo,10,MALE,,,3728,7.9,7.8,7.9,5.2,1.4,6.4,2.2,2.7,,9.1,7,5.9,2,3
cuckoo,10,MALE,,키즈맘_미취학,1,,7.5,,7.9,0.5,,,,,,0,0,0,0
cuckoo,10,MALE,,키즈맘_초등생,445,8.3,7.8,8.3,5.5,1.1,8,5.4,2.4,3.3,,1.6,1.7,0.3,0.8
cuckoo,10,MALE,,중년_자녀동거,700,7.9,7.8,7.9,5.4,1,3.3,4.6,2.8,7,9.2,16.2,17.7,3.5,8.5
cuckoo,10,MALE,강원,키즈맘_중학생,71,9.1,7.7,9.1,6.3,1.2,,4.1,1.7,,9.1,1.7,2.1,0.3,1
cuckoo,10,MALE,강원,,217,9.3,7.7,9.3,4.5,0.5,,8,1.8,,,10.9,9.9,3,4.8
cuckoo,10,MALE,강원,중년_자녀동거,29,10,7.8,10,6.7,0.9,,,2,,,16.6,17.9,3.4,8.4
cuckoo,10,MALE,강원,키즈맘_초등생,29,9.1,7.7,9.1,4.4,0.6,,0,1.6,,,0.5,0.9,0,0.4
cuckoo,10,MALE,경기,키즈맘_중학생,681,6.9,7.8,6.9,5.2,1,6.4,3.4,1.7,4.8,9.2,3.3,3.6,0.7,1.7
cuckoo,10,MALE,경기,중년_자녀동거,313,6.9,7.8,6.9,5.2,0.9,6.4,2.5,3,8.1,,16.4,18.1,3.5,8.4
cuckoo,10,MALE,경기,,2170,7.6,7.8,7.6,5.4,0.9,,0,2.4,,,7.2,6.2,2,3.1
cuckoo,10,MALE,경기,키즈맘_초등생,271,9.2,7.8,9.2,6,1.1,6.1,1.3,2.6,3.3,,1.7,1.9,0.4,0.9
cuckoo,10,MALE,경남,키즈맘_중학생,143,6.7,7.8,6.7,5.6,0.8,,0,1.8,,,1.7,1.8,0.4,0.9
cuckoo,10,MALE,경남,키즈맘_초등생,62,9.3,7.8,9.3,6.1,0.8,,0.1,1.9,,,1.3,1.4,0.3,0.7
cuckoo,10,MALE,경남,,464,6,7.9,6,4.2,1.2,,0,1.6,,,9,9.2,2.2,4.3
cuckoo,10,MALE,경남,중년_자녀동거,64,7.7,7.8,7.7,5.5,0.7,,8,1.7,,,19.2,21.6,4.2,9.9
cuckoo,10,MALE,경북,,397,6.7,7.9,6.7,6,0.7,,,1.4,,,6.8,6,1.7,3.1
cuckoo,10,MALE,경북,중년_자녀동거,51,7.7,7.7,7.7,5.9,1.7,,5.4,0.8,,,15.5,17.1,3.4,8.1
cuckoo,10,MALE,경북,키즈맘_초등생,63,5.7,7.7,5.7,5.8,1.6,,0,2.5,4.9,9.1,1.2,1.4,0.2,0.7
cuckoo,10,MALE,경북,키즈맘_중학생,115,8,7.8,8,5.7,1,,3.3,0.8,9.7,,2.6,3.1,0.5,1.5
cuckoo,10,MALE,광주,중년_자녀동거,29,10,7.7,10,4.8,1.1,,,2,,,14.2,16.7,2.8,7.7
cuckoo,10,MALE,광주,키즈맘_중학생,71,6.2,7.9,6.2,5.2,1.2,4.3,8,1.6,9.6,,4.1,4.5,0.9,2.2
cuckoo,10,MALE,광주,키즈맘_초등생,23,10,7.8,10,4.2,1.2,,,5.3,,,1,1.2,0.1,0.7
cuckoo,10,MALE,광주,,201,10,7.7,10,8.3,3.6,,,,,,4.1,4.1,1,2
cuckoo,10,MALE,대구,중년_자녀동거,47,2.6,7.9,2.6,6.6,1,,8,3.2,,9.2,15.6,17.6,3.4,8.2
cuckoo,10,MALE,대구,키즈맘_초등생,36,7.5,7.7,7.5,6.1,0.9,,,8.2,0.3,,4.8,4.6,1.1,2
cuckoo,10,MALE,대구,,236,10,7.8,10,6.5,0.4,,,1.9,,,10.5,9.1,2.9,4.3
cuckoo,10,MALE,대구,키즈맘_중학생,56,7.2,7.9,7.2,4.3,0.7,,0,3,,,2.6,2.7,0.5,1.4
cuckoo,10,MALE,대전,,236,8.6,7.7,8.6,4.7,0.6,,,,,,2.6,2.5,0.7,1.2
cuckoo,10,MALE,대전,키즈맘_초등생,29,5,7.8,5,6.4,1.2,6.4,4,2.2,9.6,,3.8,4.3,0.9,2
cuckoo,10,MALE,대전,키즈맘_중학생,75,8.1,7.8,8.1,5.1,1.3,,0,3.5,,,2.5,2.8,0.5,1.4
cuckoo,10,MALE,대전,중년_자녀동거,36,5,7.7,5,5.2,1.7,,4.5,3.7,9.6,,16.3,17.7,3.5,8.5
cuckoo,10,MALE,부산,키즈맘_초등생,86,6,7.7,6,5.4,1.1,,6.2,2.1,0.2,,1.7,1.9,0.4,1
cuckoo,10,MALE,부산,중년_자녀동거,88,6.4,7.8,6.4,5.2,1,0.5,5.3,3,2.6,,16.6,17.9,3.6,8.5
cuckoo,10,MALE,부산,키즈맘_중학생,171,7.7,7.8,7.7,5.6,1,6.4,4.5,1.5,,9.2,2.1,2.3,0.5,1.1
cuckoo,10,MALE,부산,,562,7.2,7.8,7.2,3.4,0.7,,9.2,1.1,,,6.3,5.2,1.7,2.5
cuckoo,10,MALE,서울,,762,7.3,7.9,7.3,5.7,1.3,,4,2.5,,,9.8,8.8,2.6,4.2
cuckoo,10,MALE,서울,중년_자녀동거,152,8.3,7.8,8.3,6.2,1,5,5.6,2.9,0.1,,17.7,19.1,3.8,9.2
cuckoo,10,MALE,서울,키즈맘_중학생,218,6.8,7.9,6.8,5.8,1.2,4.3,1.2,1.9,4.9,,3.7,3.9,0.8,1.8
cuckoo,10,MALE,서울,키즈맘_초등생,72,6.1,7.8,6.1,6.5,1.5,6.4,0,3.9,0.1,,1.4,1.7,0.2,0.9
cuckoo,10,MALE,서울,키즈맘_미취학,1,,8.2,,2.4,0.4,,,,,,37.3,37.8,9.1,13.7
cuckoo,10,MALE,세종,키즈맘_중학생,24,10,7.8,10,6,0.9,,2.2,2.5,,,2.6,3.2,0.5,1.6
cuckoo,10,MALE,세종,,72,,7.7,,2.4,0.6,,,2.1,,,21.3,19.7,5.6,9.3
cuckoo,10,MALE,세종,중년_자녀동거,17,10,7.6,10,6.2,1.6,,,8.4,,,17.7,20.2,3.5,9.7
cuckoo,10,MALE,세종,키즈맘_초등생,6,,7.6,,4,0.7,,,2.1,,,2.1,3.2,0.1,1.6
cuckoo,10,MALE,울산,중년_자녀동거,33,4.5,7.8,4.5,5.9,1.4,6.4,0.1,2.6,,,17.6,19.7,4,9.3
cuckoo,10,MALE,울산,,192,3.6,7.7,3.6,6.1,0.6,,,2.7,,,5.3,5.3,1.3,2.6
cuckoo,10,MALE,울산,키즈맘_초등생,16,,7.7,,2.4,0.6,,8,,,,0,0,0,0
cuckoo,10,MALE,울산,키즈맘_중학생,70,7.5,7.9,7.5,5.6,0.8,,2.7,2.5,,,2.5,2.5,0.5,1.3
cuckoo,10,MALE,인천,중년_자녀동거,97,6.2,7.8,6.2,5.5,1.2,,3.4,2,8.6,,15.2,16.9,3.2,8.1
cuckoo,10,MALE,인천,키즈맘_중학생,174,6,7.8,6,4.8,0.7,6.4,1.7,1.5,0.1,,3.5,3.8,0.8,1.7
cuckoo,10,MALE,인천,,585,7.5,8,7.5,3.8,1.6,,,3.3,,,10.2,8.2,3.1,4.1
cuckoo,10,MALE,인천,키즈맘_초등생,91,7.8,7.7,7.8,6.7,1.1,,8,2.2,,,2.2,2.6,0.5,1.1
cuckoo,10,MALE,전남,키즈맘_초등생,32,3.4,7.8,3.4,5.1,0.6,,,2,,,0.9,1,0.2,0.3
cuckoo,10,MALE,전남,중년_자녀동거,30,6.8,7.9,6.8,5.4,0.5,,0,5.7,,,15.9,17.9,3.4,8.5
cuckoo,10,MALE,전남,,211,5.8,7.6,5.8,7.5,3.4,,,1.1,9.6,9.1,6.3,5.2,1.6,2.6
cuckoo,10,MALE,전남,키즈맘_중학생,56,8.3,7.8,8.3,5.4,1.3,,4.4,2.6,,,1.2,1.5,0.2,0.8
cuckoo,10,MALE,전북,키즈맘_초등생,30,0,7.9,0,5.1,0.5,,,0.8,,,1.1,1.1,0.3,0.5
cuckoo,10,MALE,전북,키즈맘_중학생,84,5.5,7.8,5.5,5.2,0.6,5.5,8,2.8,9.6,,2.6,2.9,0.6,1.3
cuckoo,10,MALE,전북,중년_자녀동거,62,9.1,7.8,9.1,5.4,1,,,1.4,,,14.9,16.1,3.2,7.6
cuckoo,10,MALE,전북,,288,7.8,7.7,7.8,6.1,1.6,,,4.4,,,15.2,13.9,4,7.4
cuckoo,10,MALE,제주,중년_자녀동거,19,7.1,8,7.1,7.3,0.6,,8,0.8,,,13.8,14.7,2.9,7.7
cuckoo,10,MALE,제주,,95,,,,2.4,,,,,,,0,0,0,0
cuckoo,10,MALE,제주,키즈맘_초등생,13,10,7.7,10,3.7,1.1,5.5,0,8.1,,,2.1,2.7,0.6,0.8
cuckoo,10,MALE,제주,키즈맘_중학생,22,0,8.1,0,4.3,1,6.4,,2.3,9.6,,1.6,1.6,0.4,0.5
cuckoo,10,MALE,충남,중년_자녀동거,69,8.2,7.9,8.2,5.7,1.4,4.8,8,2.5,,9.2,16.8,18.7,3.5,8.5
cuckoo,10,MALE,충남,키즈맘_중학생,121,7.7,7.8,7.7,6,1.2,5.4,4,3.6,,,1.8,2,0.4,0.9
cuckoo,10,MALE,충남,키즈맘_초등생,61,7.9,7.7,7.9,4.8,1.3,7.7,0.1,1.4,,,1.9,2.1,0.4,1
cuckoo,10,MALE,충남,,394,8.5,7.7,8.5,6.3,1.4,,,1.4,,,9.6,9.2,2.5,4.4
cuckoo,10,MALE,충북,키즈맘_중학생,86,8.1,7.8,8.1,5.2,1.1,,5.3,4.5,2.3,,2.4,3,0.5,1.4
cuckoo,10,MALE,충북,중년_자녀동거,38,6.7,7.7,6.7,5.9,2.1,,4,5.7,,,13.3,14.9,2.8,6.6
cuckoo,10,MALE,충북,,263,8.6,7.8,8.6,5.2,0.8,,,3.8,,,1.9,1,0.7,0.6
cuckoo,10,MALE,충북,키즈맘_초등생,47,10,7.8,10,6.1,1.4,,0,1.3,,,0.9,1.2,0.2,0.4
cuckoo,100,FEMALE,,,1,,,,,,,,,,,,,,
cuckoo,100,FEMALE,,시니어,1,0,,0,,3.3,,,0.3,,8.7,0,0,0,0
cuckoo,100,FEMALE,경기,,2,,,,,,,,,,,,,,
cuckoo,100,FEMALE,전남,,1,,,,,,,,,,,,,,
cuckoo,100,MALE,,,1,,8.7,,9.1,0.6,,,,,,0,0,0,0
cuckoo,20,FEMALE,,중년_자녀동거,1457,7.9,7.2,7.9,6.2,4.4,6.9,5.4,6.7,5.5,7.7,23.4,23.2,5.8,12.2
cuckoo,20,FEMALE,,키즈맘_초등생,57,8.4,7.2,8.4,6.3,4.1,,6.8,6.2,5.6,,23.9,23.4,6,11.6
cuckoo,20,FEMALE,,키즈맘_중학생,120,8.2,7.2,8.2,5.8,3.8,8,4,6.3,5,,23.2,22.8,5.6,12.1
cuckoo,20,FEMALE,,1인가구,719,7.7,7.3,7.7,6.1,5.6,6.9,5.4,7,6.4,7.7,24.2,23.9,6.1,12.1
cuckoo,20,FEMALE,,,5947,8.1,7.2,8.1,6.4,5.2,6.7,4.9,6.9,6.1,7.8,23.8,21.4,6.7,11.4
cuckoo,20,FEMALE,,2인가구,81,8.4,7.1,8.4,6.5,6.2,8,7.6,7.1,7.6,7.8,22.1,21.3,5.6,11.8
cuckoo,20,FEMALE,,키즈맘_미취학,222,7.3,7.2,7.3,6.1,5.5,6,4,6.8,5.5,7.5,25.8,24.9,6.7,12.9
cuckoo,20,FEMALE,강원,중년_자녀동거,67,7.8,7.1,7.8,6.1,4,8,3.4,6.2,8,8.1,23.4,22.5,5.8,12.2
cuckoo,20,FEMALE,강원,2인가구,4,6.1,8,6.1,6.1,5.5,,9,8.1,,,27.8,26.1,6.9,12.1
cuckoo,20,FEMALE,강원,키즈맘_초등생,5,6.5,7.3,6.5,4.2,6.9,,1.5,5.6,2.9,,28.3,28,6.6,14
cuckoo,20,FEMALE,강원,,280,5.1,7.3,5.1,5.6,5.5,8,3.3,6.8,6.2,7.6,25.3,22.2,7.3,11.9
cuckoo,20,FEMALE,강원,키즈맘_중학생,4,10,6.7,10,6.1,3.3,,,5.8,,,24.3,23,5.5,11.9
cuckoo,20,FEMALE,강원,1인가구,41,7.2,7.5,7.2,6.3,7,8,3.9,7.7,7.1,7.7,22.5,22.3,5.6,11.9
cuckoo,20,FEMALE,강원,키즈맘_미취학,12,6.9,6.8,6.9,7.1,5.2,8,8.7,7.4,,,18.4,16.3,4,10.2
cuckoo,20,FEMALE,경기,키즈맘_초등생,55,8,7.3,8,6.1,4.5,,4,7.2,3.6,,25,24.6,6.1,12.3
cuckoo,20,FEMALE,경기,1인가구,419,7.7,7.3,7.7,6.3,6.1,8.4,4.8,7.1,4.6,7.8,23.4,22.7,5.9,12.2
cuckoo,20,FEMALE,경기,중년_자녀동거,975,7.8,7.2,7.8,6.4,4.5,7,4.4,6.8,6,7.7,23.7,23.3,5.9,12.1
cuckoo,20,FEMALE,경기,키즈맘_중학생,75,6.8,7.3,6.8,6.2,3.2,,2.7,6.2,4.2,8,24.6,24.9,5.9,12.6
cuckoo,20,FEMALE,경기,키즈맘_미취학,223,8.1,7.4,8.1,6.6,6,7.6,6,6.6,6,7.8,24.2,23.5,6.2,12.4
cuckoo,20,FEMALE,경기,2인가구,63,6.9,7.4,6.9,6.2,7.1,8,4.3,7.2,10,7.7,25.8,25.1,6.5,13.1
cuckoo,20,FEMALE,경기,,3552,7.7,7.2,7.7,6.3,5.6,7,5,7,7.2,7.8,24.2,21.3,7,11.5
cuckoo,20,FEMALE,경남,키즈맘_중학생,19,9.3,7.3,9.3,5.9,3.1,,0,6.6,,,20.4,19.9,4.7,11.6
cuckoo,20,FEMALE,경남,,732,8.6,7.3,8.6,6.2,5.7,8.8,3.2,7.5,6.4,8,25.1,22.7,7.1,12
cuckoo,20,FEMALE,경남,키즈맘_미취학,41,7.5,7.2,7.5,5.7,6.5,4.3,9.3,7.4,0.3,7.8,25.1,23.6,6.3,12.5
cuckoo,20,FEMALE,경남,키즈맘_초등생,5,0.1,7.8,0.1,7.3,4.2,,9,7,,,21.6,21.6,5.8,11.5
cuckoo,20,FEMALE,경남,2인가구,14,7.2,6.9,7.2,6.2,5,,4.9,5,,,18.7,15.7,4.7,10.7
cuckoo,20,FEMALE,경남,1인가구,100,8.3,7.3,8.3,6.4,5.3,8,3.2,6.9,7,,24.1,24.1,6.2,12
cuckoo,20,FEMALE,경남,중년_자녀동거,168,7.8,7.4,7.8,6.4,4.5,8,5.2,6.8,6.3,7.8,24.1,23.8,6.1,12.4
cuckoo,20,FEMALE,경북,키즈맘_미취학,28,6.5,7.1,6.5,6,6,8,8,7.2,8.1,,21.4,20.7,5.6,11.5
cuckoo,20,FEMALE,경북,2인가구,9,10,7.6,10,7.7,6.6,,3.4,8.7,2.9,,24.8,25.5,6.3,12.5
cuckoo,20,FEMALE,경북,키즈맘_중학생,12,6.5,7.2,6.5,5.2,4.4,,,6.1,,,24.8,23.7,5.9,12.5
cuckoo,20,FEMALE,경북,키즈맘_초등생,12,8,7.5,8,6.4,6.2,8,2.2,6.7,,,25.5,26.1,6.8,12.9
cuckoo,20,FEMALE,경북,1인가구,101,7.7,7.4,7.7,6.5,6.5,5.3,5,7.9,7.3,7.7,23.6,23.1,6,11.8
cuckoo,20,FEMALE,경북,,577,6.4,7.2,6.4,5.9,5.4,8,5,6.8,4.7,7.6,22.9,20.6,6.3,10.9
cuckoo,20,FEMALE,경북,중년_자녀동거,126,6.5,7.3,6.5,6,4.8,8,6.6,7.4,7.2,7.8,23.7,23.2,6,12.1
cuckoo,20,FEMALE,광주,2인가구,7,10,7.7,10,5.6,6.7,,,9.1,,,30.7,30.5,8.2,15
cuckoo,20,FEMALE,광주,중년_자녀동거,109,7.3,7.1,7.3,5.8,4.2,5.3,4.1,6.9,3,7.6,23.1,22.3,5.8,11.7
cuckoo,20,FEMALE,광주,키즈맘_중학생,6,10,6.7,10,2,6.4,,,5.8,,,19.5,19.7,4.6,10.6
cuckoo,20,FEMALE,광주,키즈맘_초등생,6,9.1,7.4,9.1,7.4,2.7,8,,5.2,,7.6,18.2,17.7,3.9,10.6
cuckoo,20,FEMALE,광주,1인가구,61,7.7,7.4,7.7,5.7,6.3,8,7.1,7.5,3.5,7.9,24.7,24.8,6.2,12.2
cuckoo,20,FEMALE,광주,키즈맘_미취학,29,8.2,7.2,8.2,5.5,5.3,0,6.2,6.6,,,21.4,20.3,5.5,11.5
cuckoo,20,FEMALE,광주,,403,8.2,7.4,8.2,5.7,6.7,8,8.2,7.8,7,8.3,25.3,22.3,7.3,12.2
cuckoo,20,FEMALE,대구,키즈맘_미취학,23,7.5,7.3,7.5,6.3,6.2,8,,7,3.1,7.6,22.6,21.1,5.4,11.6
cuckoo,20,FEMALE,대구,2인가구,5,2.5,7.4,2.5,6.7,6.3,,0,8.2,,7.7,29,30.2,6.7,15.2
cuckoo,20,FEMALE,대구,,436,7.6,7.4,7.6,6.3,5.3,8,6.6,6.5,4,7.7,25.2,22.9,7.1,12.2
cuckoo,20,FEMALE,대구,키즈맘_초등생,4,10,7.5,10,5.9,6.8,,,9.9,8.7,,30.1,30.9,7.9,13.2
cuckoo,20,FEMALE,대구,중년_자녀동거,129,7.5,7.1,7.5,6,4.8,6.4,7,6.9,7.2,7.6,21.2,20.2,5.1,11
cuckoo,20,FEMALE,대구,1인가구,45,7.1,7.3,7.1,7,7.1,0,4.6,7.3,,8.2,22.4,21.7,5.8,11.8
cuckoo,20,FEMALE,대구,키즈맘_중학생,10,7.5,7.6,7.5,5.5,3.5,,0,6.9,,7.5,26.6,26.3,6.4,12.3
cuckoo,20,FEMALE,대전,중년_자녀동거,139,7.8,7.1,7.8,6.4,4.9,8,5.2,6.9,8.4,,22.7,22.3,5.6,11.7
cuckoo,20,FEMALE,대전,,557,8.8,7.3,8.8,6.6,6.1,8,4.2,6.7,6.6,,24.6,22.6,6.7,12.1
cuckoo,20,FEMALE,대전,키즈맘_중학생,15,6.9,7.3,6.9,6.8,6,0.7,0.3,7.5,,8.2,22.5,21.6,5.6,11.9
cuckoo,20,FEMALE,대전,2인가구,8,6,7,6,6.6,7.2,,,9.7,,,19.9,18.9,4.8,11.2
cuckoo,20,FEMALE,대전,키즈맘_미취학,19,5.7,7.3,5.7,6.5,6.2,2.7,8.2,6.6,6.8,,24.6,23.2,6.6,12.1
cuckoo,20,FEMALE,대전,키즈맘_초등생,11,6.7,7.7,6.7,5.3,5.2,,9.2,8.1,8.6,,28.4,28.2,7.3,13.6
cuckoo,20,FEMALE,대전,1인가구,68,8.4,7.4,8.4,6.4,6.1,8,5.7,7.5,2.7,7.6,25.5,24.6,6.6,12.2
cuckoo,20,FEMALE,부산,1인가구,123,8,7.3,8,6.5,6.1,6.5,4.3,7.7,3,7.9,23.4,23,5.9,12.1
cuckoo,20,FEMALE,부산,중년_자녀동거,225,7.5,7.2,7.5,6.2,4.6,8,5.5,6.7,5.7,7.6,23.1,22.8,5.8,12
cuckoo,20,FEMALE,부산,키즈맘_초등생,8,6.2,6.8,6.2,4.6,3.6,,8,5.3,,,20,20.1,5,10.1
cuckoo,20,FEMALE,부산,2인가구,13,10,6.6,10,7.4,5.9,,,6.8,,,21.3,19.8,5.3,10.6
