COMPANY,AGE,SEX,LOC,FMIL_SGMT,MAU,구매력,2ND단말기보유점수,구매력점수,블로그활동점수,이사관심점수,공기질민감점수,도서잡지관심점수,인테리어관심점수,렌탈관심점수,홈케어서비스관심점수,계절가전제품관심점수,생활가전제품관심점수,주방용품가전제품관심점수,디지털전자제품관심점수
lge,20,MALE,경기,2인가구,42,7.7,7.2,7.7,6.2,3.8,6.4,4,5.4,9.2,7.5,21.6,24.5,4.5,11.5
lge,20,MALE,경남,1인가구,145,6.5,7.1,6.5,6.1,3.9,5,2.3,4.9,3.8,7.5,21.9,23.8,4.8,12
lge,20,MALE,경남,중년_자녀동거,311,7,7,7,5.8,3.1,6.4,5.4,4.6,7.2,7.5,21.6,23.5,4.4,12.1
lge,20,MALE,경남,키즈맘_미취학,45,7.7,7.2,7.7,5.9,3,6.4,4.3,4.6,8.1,7.5,24.7,26.3,5.4,12.6
lge,20,MALE,경남,,983,7.9,7.1,7.9,6,4.1,6.2,1,5.1,6.7,7.7,25.1,24.3,6.4,12.2
lge,20,MALE,경남,2인가구,5,10,7.5,10,6.9,2.9,,,2.5,,,28.7,34.5,7.4,12.8
lge,20,MALE,경남,키즈맘_중학생,22,9,6.8,9,4.1,1.8,6.4,,4.7,,,18.9,21.5,3.2,11.9
lge,20,MALE,경남,키즈맘_초등생,17,7.4,6.9,7.4,5.8,2.6,,8,6.4,8.1,7.5,21.5,24.4,4,11.9
lge,20,MALE,경북,1인가구,86,7.7,7.1,7.7,6.3,3.3,6.4,5.7,4.8,8,7.5,19.9,22.1,3.8,11.5
lge,20,MALE,경북,2인가구,8,,7,,5.2,3.8,6.4,,9.5,,,21.6,26.3,4.2,12.7
lge,20,MALE,경북,키즈맘_초등생,6,8.3,6.8,8.3,2,2.1,,,5.4,,,17.8,19,3.4,10.5
lge,20,MALE,경북,키즈맘_미취학,23,9.7,7.2,9.7,5.3,3.6,6.4,0,5,,7.8,22.2,23.6,5.3,11.8
lge,20,MALE,경북,중년_자녀동거,168,7.9,7,7.9,6.3,3.1,4.3,5.3,5,,7.6,20.9,23,4.3,11.4
lge,20,MALE,경북,키즈맘_중학생,11,0.2,7,0.2,6.5,2.2,,0.1,3.8,,8.1,20.1,20.3,3.9,11.1
lge,20,MALE,경북,,606,7.2,7.1,7.2,6.3,3.5,6.4,2.7,5.1,8.4,7.6,24,23.7,6.1,11.6
lge,20,MALE,광주,중년_자녀동거,155,6.9,7,6.9,6.1,3.2,,6.2,6.4,7.3,7.5,21,22.7,4.3,11.7
lge,20,MALE,광주,키즈맘_중학생,14,10,6.9,10,5.6,3.2,6.4,,5.3,,,21.5,24.7,4.7,11.8
lge,20,MALE,광주,키즈맘_미취학,27,8.6,7.2,8.6,5.3,4.8,,,5.6,0.4,7.6,22.5,24.1,5,12.1
lge,20,MALE,광주,1인가구,51,6.2,7.2,6.2,5.8,3.8,6.4,2.8,6.6,0.2,7.6,24.2,25.4,5.4,12.8
lge,20,MALE,광주,키즈맘_초등생,6,10,6.9,10,8.2,6.1,,,5.8,,7.5,20.1,23.4,3,11.6
lge,20,MALE,광주,,473,4.8,7.2,4.8,5.8,3.4,,0,5.3,,7.5,24.5,24,6,11.9
lge,20,MALE,광주,2인가구,10,7.3,7.4,7.3,6.1,5.8,,,6.4,,,21,21.3,4.9,11
lge,20,MALE,대구,,548,7.4,7.2,7.4,5.8,3.9,7.2,2,5.4,6,7.8,25.2,24.8,6.3,12.2
lge,20,MALE,대구,중년_자녀동거,163,8,7,8,5.6,2.9,7.1,5.9,5,3.2,,21.4,23.5,4.6,11.8
lge,20,MALE,대구,1인가구,75,6.7,7.2,6.7,6.6,4.1,6.4,0.8,5.7,6.8,8,23.1,25.3,4.9,13
lge,20,MALE,대구,2인가구,7,10,7.7,10,7.8,3.5,,,2.2,,,27.3,28.2,6.4,10.8
lge,20,MALE,대구,키즈맘_초등생,6,7.3,6.8,7.3,5.4,3.6,,,4.7,,,22.5,26.7,5,13.7
lge,20,MALE,대구,키즈맘_중학생,11,6.2,6.7,6.2,5.6,2.1,,,2.2,,,16.2,18.3,2.6,10
lge,20,MALE,대구,키즈맘_미취학,25,7.5,7,7.5,4.9,3.9,6.4,,4.6,4.3,7.5,21.4,23.2,4.6,11.8
lge,20,MALE,대전,,542,7.1,7.1,7.1,6.4,4.2,6.4,2.1,5.6,8,7.5,24.5,22.9,6.4,11.8
lge,20,MALE,대전,1인가구,72,8,7,8,6,3.9,0,2.7,4.9,8.7,,20.9,22.6,4.3,11.9
lge,20,MALE,대전,키즈맘_초등생,10,10,6.5,10,7.7,0.9,,,5.8,,,17.1,19.4,2.2,9.9
lge,20,MALE,대전,중년_자녀동거,166,8.5,7.1,8.5,6,3.1,6.4,4.8,5.3,5.5,,19.8,21.8,3.7,11.4
lge,20,MALE,대전,2인가구,9,9.3,7.3,9.3,7.2,5.1,,4.3,6.7,,7.5,16.6,17.2,4.1,9.1
lge,20,MALE,대전,키즈맘_미취학,13,5,7.3,5,6.8,4.1,6.4,8,4.3,,,27,27.5,6.2,13.2
lge,20,MALE,대전,키즈맘_중학생,14,10,7.3,10,6,3,6.4,,4.4,,7.5,21,24.7,4.3,11
lge,20,MALE,부산,키즈맘_중학생,23,10,7,10,6.9,2.7,,,4.7,,,20.2,21.7,4.6,10.9
lge,20,MALE,부산,,988,7.2,7,7.2,5.7,3.2,4.9,3.7,5.2,,7.7,24.8,23,6.3,11.6
lge,20,MALE,부산,1인가구,108,8.4,7.3,8.4,6.4,4.1,6.4,4.2,4.4,5,7.6,23.7,25.5,5.3,12.3
lge,20,MALE,부산,중년_자녀동거,333,7.1,7.1,7.1,6,3.1,6.4,3.3,4.8,8.1,7.7,22.5,24.2,4.9,12
lge,20,MALE,부산,키즈맘_초등생,10,4.3,7.2,4.3,5.6,1.7,,,,,,21.2,24.5,4.3,11.8
lge,20,MALE,부산,키즈맘_미취학,42,6.8,7.5,6.8,6.2,5.3,6.4,4.7,5,8.2,7.7,21.6,23.9,4.8,11.5
lge,20,MALE,부산,2인가구,13,10,7.2,10,8,4.3,,,8.4,,8.3,20.4,22.5,3.8,12.3
lge,20,MALE,서울,2인가구,19,7.5,7.2,7.5,7.1,3.3,,0.1,4.7,,,22.2,26.8,4.8,12.4
lge,20,MALE,서울,키즈맘_미취학,78,7.6,7.2,7.6,6.2,3.7,6.4,2.9,4.3,,,23.3,24.8,5.3,11.9
lge,20,MALE,서울,키즈맘_중학생,43,7.9,7.1,7.9,6.2,1.8,,3,3.3,,7.5,20.5,24.3,3.8,11.9
lge,20,MALE,서울,키즈맘_초등생,14,6.5,7.1,6.5,3.2,3.6,,,0.1,,7.5,20.9,22.6,4,12.5
lge,20,MALE,서울,중년_자녀동거,599,7.8,7.1,7.8,6.7,2.9,6,3.9,4.6,6.5,7.5,21.3,23.8,4.3,11.6
lge,20,MALE,서울,1인가구,169,7.9,7.2,7.9,6.3,4.2,6.2,3.3,4.7,8.1,7.7,22,24.9,4.7,12.1
lge,20,MALE,서울,,1982,7.9,7.2,7.9,6.3,3.8,5,5.9,5.1,4.5,7.8,24.7,23.4,6.3,11.8
lge,20,MALE,세종,키즈맘_중학생,1,,,,8,0.7,,,,,,15.1,20,2.3,8.9
lge,20,MALE,세종,1인가구,15,8.4,6.8,8.4,6.1,1.8,6.4,9,5.2,,8.1,21.4,23.9,4.4,12.4
lge,20,MALE,세종,2인가구,1,,,,8.8,,,,,,,18,27,0.9,13
lge,20,MALE,세종,중년_자녀동거,30,7.5,6.9,7.5,5.2,2.6,,0.8,5.8,8.1,,20.8,22.9,3.9,11.8
lge,20,MALE,세종,키즈맘_미취학,2,,7.1,,9,5.2,6.4,,1.3,,,13,18.2,1,11.6
lge,20,MALE,세종,,80,10,7,10,6.8,1.7,,0,2.8,,,22.9,21.2,6,11.3
lge,20,MALE,울산,2인가구,3,10,6.4,10,7.7,4.9,,,7.7,,,18.8,21.9,2.9,11.7
lge,20,MALE,울산,키즈맘_중학생,6,3.4,7.7,3.4,5.2,2.4,,8,2.1,,,26.3,28,6.9,12.5
lge,20,MALE,울산,키즈맘_초등생,6,5,6.8,5,8.2,2.6,,,4.7,,,21.9,27.1,4.6,13.1
lge,20,MALE,울산,키즈맘_미취학,14,5,7.2,5,5.1,4.3,,,7.1,3.8,,23.3,24.9,5.3,12
lge,20,MALE,울산,1인가구,37,4.9,7.5,4.9,7.2,3.5,6.4,1.7,6.2,,7.5,23.4,25.6,5.5,12.2
lge,20,MALE,울산,중년_자녀동거,119,7.6,7.1,7.6,5.6,2.8,6.4,4.1,4.2,,7.6,21.5,23.7,4.4,11.9
lge,20,MALE,울산,,365,6.2,7.3,6.2,6.1,3.7,8,4.3,5.2,3.8,,27.8,26.3,7.3,12.9
lge,20,MALE,인천,키즈맘_미취학,43,8.1,7,8.1,5.6,4.3,,2.9,3.1,9.3,7.5,22.5,24.2,4.9,11.8
lge,20,MALE,인천,2인가구,10,10,7.2,10,6.5,5.2,,0,3.6,,,25.9,27.6,5.8,13.4
lge,20,MALE,인천,키즈맘_중학생,13,7.9,7.2,7.9,5.6,2.1,6.4,0,4.3,8,,17.1,19.3,3.2,10.4
lge,20,MALE,인천,1인가구,88,7.2,7,7.2,6.3,3.6,5.5,4.1,5,2.4,8,22.4,25.3,4.8,12.1
lge,20,MALE,인천,키즈맘_초등생,21,7.8,7.1,7.8,6.2,2.9,,,5.3,8.2,,23.3,24.2,4.8,12.3
lge,20,MALE,인천,중년_자녀동거,282,7.4,7,7.4,6.6,2.7,6.4,4.9,4,8.7,7.5,21.5,23.3,4.6,11.4
lge,20,MALE,인천,,895,6.5,7.1,6.5,5.9,3.9,,5.8,5,6,,23.4,22.6,5.9,11.3
lge,20,MALE,전남,1인가구,44,8.3,7.3,8.3,6.2,4.8,,8,5.9,8,7.6,21.9,24.6,4.4,12.4
lge,20,MALE,전남,중년_자녀동거,99,6.7,7,6.7,5.8,3.4,4.1,8,5.1,8.1,7.5,21.7,23.1,4.7,12
lge,20,MALE,전남,키즈맘_미취학,16,7.5,7.3,7.5,7.6,4.4,6.4,9.9,6.9,8,,23.1,24.2,5.1,12.3
lge,20,MALE,전남,키즈맘_초등생,6,0,7.3,0,4.9,3.4,,,6.9,,,24.9,26.1,4.8,12.6
lge,20,MALE,전남,,325,6.1,7,6.1,6.1,3.9,6.4,3.9,6,4.4,,22.8,22.1,5.7,10.8
lge,20,MALE,전남,2인가구,5,10,6.4,10,7.4,5.2,,,2.8,,,18.6,20.8,3.1,12
lge,20,MALE,전남,키즈맘_중학생,6,3.6,7.7,3.6,4.2,5,,,6.5,8,,20.3,22.5,4.5,11.8
lge,20,MALE,전북,2인가구,7,10,6.4,10,8.8,1,,,2.6,,,17.1,19.7,2.6,11.1
lge,20,MALE,전북,키즈맘_미취학,35,7.5,7.1,7.5,5.8,4.3,3.1,8,5.7,8.4,,22,21.8,4.3,11
lge,20,MALE,전북,중년_자녀동거,143,7.1,7,7.1,6.1,3.5,0.7,2.1,5.2,8.9,7.7,21.2,22.5,4.3,11.6
lge,20,MALE,전북,1인가구,63,8,7.1,8,6.3,4.6,5.2,6,5.1,,7.6,23.1,24.6,5,12.5
lge,20,MALE,전북,키즈맘_중학생,15,4.9,6.5,4.9,2.9,0.8,,,5.4,8.8,7.5,16.7,17.6,2.7,10.7
lge,20,MALE,전북,,529,7.4,7.2,7.4,6,4.3,7,4.8,5,7.3,7.7,23.9,22.3,6.2,11.6
lge,20,MALE,전북,키즈맘_초등생,8,10,6.9,10,2.1,2.8,6.4,,4,,,22.8,25.6,4.2,13
lge,20,MALE,제주,키즈맘_미취학,14,6.7,7.6,6.7,5.6,4.4,6.4,8,3.9,0.3,,23.6,23.9,5.7,11.6
lge,20,MALE,제주,키즈맘_초등생,4,3.8,7.1,3.8,8.5,1.3,,,,,,13.1,16,1.8,10.4
lge,20,MALE,제주,키즈맘_중학생,7,5,7.4,5,6.1,0.9,3.2,,2.6,,,23.8,23.2,6,11.4
lge,20,MALE,제주,1인가구,24,10,7.3,10,6.5,4,,0.1,4.4,,,23.6,25.2,5.1,12.4
lge,20,MALE,제주,2인가구,4,,6.9,,,0.9,,,3.2,,,25.4,26.3,5.1,13.9
lge,20,MALE,제주,중년_자녀동거,76,7.5,7.2,7.5,5.1,2.4,6.4,0,4.9,4.6,7.8,22.1,23.8,4.8,11.7
lge,20,MALE,제주,,223,5.7,7.7,5.7,5.3,4.1,6.4,8,5.2,,,24.7,24.8,6.2,12.2
lge,20,MALE,충남,중년_자녀동거,194,8.1,7,8.1,6.6,3.1,6.4,6.2,4.7,8.3,,20.8,22.9,4.2,11.5
lge,20,MALE,충남,키즈맘_미취학,27,10,7,10,6.2,5,,,5.8,8,,25.9,26.7,6.4,11.8
lge,20,MALE,충남,,597,8.3,7,8.3,5,4.2,6.4,8.5,5.4,7.7,7.8,23.6,22,6,11.3
lge,20,MALE,충남,키즈맘_초등생,5,10,7.2,10,6,1.7,6.4,,5,,,16.3,18.7,3.4,9.7
lge,20,MALE,충남,2인가구,6,5,7,5,8.3,2.4,,,2.1,,,24.1,28.5,4.5,13.2
lge,20,MALE,충남,키즈맘_중학생,13,1.4,6.4,1.4,6.2,1.7,6.4,,2.3,,,17.1,19.5,2.8,11
lge,20,MALE,충남,1인가구,84,7.5,7.1,7.5,6.7,3.7,3.3,8.1,5.4,,7.5,20.2,23.3,3.9,11.7
lge,20,MALE,충북,중년_자녀동거,110,6.6,7.2,6.6,5.7,2.8,7.6,3.6,5,5.8,8.1,21.9,24,4.5,12.2
lge,20,MALE,충북,2인가구,8,5,7.4,5,3.3,4.6,,,7.1,8.4,,24.2,24.6,5.4,12
lge,20,MALE,충북,키즈맘_초등생,8,3.2,7.1,3.2,6.2,2.3,,9.3,1.4,,,21.3,24.3,4.3,12.1
lge,20,MALE,충북,,447,7.6,7.3,7.6,6.1,3.7,6.4,2.1,4.6,8.2,7.8,22.3,20.3,6,10.5
lge,20,MALE,충북,1인가구,78,7.3,7.1,7.3,6,3.7,6.4,4.3,4.9,,7.6,22.9,24.9,4.9,12.1
lge,20,MALE,충북,키즈맘_중학생,6,7.2,7.5,7.2,4.1,4.8,,8,8,,,21.8,23.6,5.1,10.3
lge,20,MALE,충북,키즈맘_미취학,20,5.6,6.7,5.6,3.5,3.5,,,4.1,,,19,20.1,3.8,11.2
lge,30,FEMALE,,2인가구,221,7.8,7.3,7.8,7.8,6.3,8,3,6.3,6.2,7.8,23.9,22.8,5.9,12.4
lge,30,FEMALE,,1인가구,515,7.7,7.3,7.7,7.5,6.1,7.4,4.2,6.4,5,7.7,24.6,23.4,6.3,12.5
lge,30,FEMALE,,키즈맘_미취학,502,8,7.2,8,7.4,6.2,7.5,4.5,6.3,5.9,7.5,24.2,22.9,6.3,12.3
lge,30,FEMALE,,,6071,8.2,7.3,8.2,7.4,6,7.3,4.9,6.2,5.1,7.6,24.8,22,7,11.9
lge,30,FEMALE,,중년_자녀동거,723,8.2,7.2,8.2,7.5,5.5,6.6,5.2,5.7,6.8,7.6,23,22,5.8,12
lge,30,FEMALE,,키즈맘_중학생,35,6.8,7.2,6.8,6.4,3.9,4.7,8.6,6.3,8.7,,20.5,18.9,5.3,10.3
lge,30,FEMALE,,키즈맘_초등생,156,7.9,7.2,7.9,7,5.2,6.3,3.7,5.7,6.7,7.3,23.8,22.6,6,12.1
lge,30,FEMALE,강원,중년_자녀동거,29,7.8,7.3,7.8,7.2,6,8,5.4,6.1,5.2,,23.3,21.5,6,11.8
lge,30,FEMALE,강원,1인가구,27,5.5,7.2,5.5,6.4,6.5,6.1,0.2,6.7,7.7,,23.3,22.2,5.8,12
lge,30,FEMALE,강원,,277,8.1,7.1,8.1,6.5,5.1,5.6,4.9,6.4,6,,24.2,21.4,6.8,11.3
lge,30,FEMALE,강원,키즈맘_미취학,30,8.2,7.3,8.2,6.5,6.4,8,9,6.1,5.2,7.3,24.1,22.1,6.6,12.6
lge,30,FEMALE,강원,2인가구,6,10,7.8,10,7.4,5.4,,0.4,6,3.9,,12.4,12.9,2.6,7.2
lge,30,FEMALE,강원,키즈맘_중학생,8,5,7.4,5,7.9,2.8,,0.3,5.4,7.7,,21.3,18.7,5.7,11.1
lge,30,FEMALE,강원,키즈맘_초등생,21,9.7,7.1,9.7,6.6,6.2,,0,6.2,8,,20.9,18.8,5.2,10.8
lge,30,FEMALE,경기,2인가구,143,7.3,7.3,7.3,7.8,6.5,7.3,2.9,5.9,6.7,7.7,24.4,23.1,6.1,12.3
lge,30,FEMALE,경기,키즈맘_미취학,372,8,7.2,8,7.5,5.9,7.2,5.1,5.9,7.3,7.6,23.7,22,6.1,12
lge,30,FEMALE,경기,키즈맘_중학생,51,6.7,7.2,6.7,7.9,5.2,8,5.5,7,6.7,7.7,22,21.4,5.3,11.5
lge,30,FEMALE,경기,1인가구,340,8.3,7.3,8.3,7.1,6.3,7.7,4.4,6.3,6.7,7.6,23.5,21.8,6,11.9
lge,30,FEMALE,경기,,3756,8,7.3,8,7.3,6,7.7,5.3,6.3,6.5,7.7,23.9,20.8,6.8,11.3
lge,30,FEMALE,경기,중년_자녀동거,466,8.1,7.3,8.1,7.7,5.6,7,4.6,6,6.5,7.3,23.9,22.8,6.1,12.3
lge,30,FEMALE,경기,키즈맘_초등생,181,7.4,7.3,7.4,7,5.3,7.7,4.4,5.9,7,8,24.7,23.2,6.3,12.2
lge,30,FEMALE,경남,중년_자녀동거,85,8.8,7.2,8.8,7.7,5.4,5.8,6.6,5.8,6.2,,22.4,21.1,5.6,11.5
lge,30,FEMALE,경남,키즈맘_중학생,18,7.6,7.3,7.6,7.9,5.7,8,,7.1,5.9,,23,22.2,6.1,10.9
lge,30,FEMALE,경남,키즈맘_미취학,80,7.7,7.2,7.7,6.6,5.5,8,8.2,6.5,5.2,8.1,26.7,25.2,6.9,13.2
lge,30,FEMALE,경남,,763,8.3,7.3,8.3,6.9,5.7,7.3,4.3,6.9,6.7,7.9,23.3,19.4,6.8,10.8
lge,30,FEMALE,경남,1인가구,72,7.9,7.4,7.9,7.1,6,8,6.2,7,7.7,7.4,24.2,22,6.1,12.4
lge,30,FEMALE,경남,2인가구,21,8,7.1,8,6.9,7.2,,8.9,7,5.4,,22.7,20,5.6,11.4
lge,30,FEMALE,경남,키즈맘_초등생,47,6.9,7.2,6.9,7.2,5.4,8,2.7,4.9,8.3,7.4,23,20.7,5.9,11.3
lge,30,FEMALE,경북,1인가구,55,8.5,7.3,8.5,7.3,5.8,6.5,5.3,6.5,7.9,7.9,22.5,20.7,5.8,11.5
lge,30,FEMALE,경북,중년_자녀동거,45,9.4,7.4,9.4,7.3,5.2,6.4,4.2,5.5,5.8,,22,20.7,5.9,11.3
lge,30,FEMALE,경북,2인가구,20,9,7.5,9,8.1,6.1,,9.4,6.4,7.8,,25.9,25.1,6.8,12.8
lge,30,FEMALE,경북,키즈맘_초등생,45,8.4,7.2,8.4,7,6.2,8.5,0.1,6.4,8.5,,25.8,25.3,6.4,13.5
lge,30,FEMALE,경북,키즈맘_중학생,21,7.9,7.1,7.9,8,5.4,,8.3,6.2,7.7,,19.1,17.4,4.9,10.3
lge,30,FEMALE,경북,키즈맘_미취학,73,6.6,7.2,6.6,7.1,6.2,8,5.1,6.5,5.1,,26.3,24.9,6.9,12.8
lge,30,FEMALE,경북,,552,7.9,7.3,7.9,7.1,5.6,8.4,3.2,6.9,4.8,8,24.5,21.8,7,11.7
lge,30,FEMALE,광주,키즈맘_초등생,19,6,6.9,6,7.4,4.8,8,0.3,6.2,8.3,7.4,21.9,19.1,5.2,10.6
lge,30,FEMALE,광주,,396,6.5,7.3,6.5,7,5.6,8.3,3.8,5.6,7.8,7.4,26.6,23.9,7.2,12.6
lge,30,FEMALE,광주,키즈맘_중학생,6,10,6.9,10,8.2,4.2,,,2.6,,,26.1,23.6,7,13.2
lge,30,FEMALE,광주,중년_자녀동거,42,7.3,7,7.3,7.1,5.3,8.2,4.6,6.3,7.7,7.3,23.6,22.1,6.1,11.9
lge,30,FEMALE,광주,2인가구,23,8,7.6,8,5.9,5.8,9,8,5.8,,,23,20.7,6.4,11.8
lge,30,FEMALE,광주,1인가구,37,9,6.9,9,6.6,6,7,8,5.9,,,21.3,19.6,5.8,11.2
lge,30,FEMALE,광주,키즈맘_미취학,43,6.1,7.2,6.1,7.4,5.4,8,4.1,7.2,6.4,,25.6,23.3,6.5,12.7
lge,30,FEMALE,대구,중년_자녀동거,52,8.2,7.3,8.2,6.8,4.7,8,3.1,5.1,8.5,7.3,22,21.1,6.1,11.6
lge,30,FEMALE,대구,2인가구,23,9.3,7.1,9.3,7.5,6.4,,4,6.9,8,7.7,23.3,21.7,6,11.9
lge,30,FEMALE,대구,키즈맘_미취학,51,8.2,7.3,8.2,6.9,4.4,9.8,2.5,5.7,5.1,7.3,25.3,24.6,6.5,12.9
lge,30,FEMALE,대구,키즈맘_초등생,35,7.8,7.1,7.8,7.4,5.6,8,,6.9,8.8,,25,23.9,6.4,12.4
lge,30,FEMALE,대구,1인가구,54,7.5,7.4,7.5,6.7,7,6,7.4,7.5,7.8,7.6,23.8,22.2,6.2,12.3
lge,30,FEMALE,대구,,547,8.2,7.3,8.2,7.2,5.6,8,4.9,6.5,6.8,7.8,24.7,22.1,6.8,11.8
lge,30,FEMALE,대구,키즈맘_중학생,7,6.4,7.3,6.4,8.4,6.7,8,,7.6,8.2,7.4,24.6,25.2,5.7,13.4
lge,30,FEMALE,대전,키즈맘_중학생,9,5,7,5,7.7,4.9,,,7,,,26.3,24.4,6.3,12.4
lge,30,FEMALE,대전,키즈맘_미취학,59,9.5,7.1,9.5,7.8,5.1,5.3,3.6,5.2,8.8,7.6,24.2,21.5,6.1,12
lge,30,FEMALE,대전,,521,7.9,7.3,7.9,7.1,7.1,4,1.9,7.2,4.5,7.3,27.6,25.4,7.3,13.4
lge,30,FEMALE,대전,2인가구,14,10,7.6,10,8.2,6,8,4.5,6.4,,7.2,26.3,25.1,6.7,13.2
lge,30,FEMALE,대전,키즈맘_초등생,24,8,7.2,8,6.8,5,8,8.3,4.5,5.5,,21.2,19,5.1,10.7
lge,30,FEMALE,대전,1인가구,52,8.3,7.2,8.3,7.2,6.6,8.5,9.1,5.7,2.1,,23.9,22.8,6.6,12.3
lge,30,FEMALE,대전,중년_자녀동거,67,7,7.3,7,7.5,5.4,6.4,3.3,5.3,7.9,,22.8,21.9,5.8,12.1
lge,30,FEMALE,부산,중년_자녀동거,117,7.7,7.2,7.7,7.1,5.7,7.4,4.3,5.8,4.8,7.4,24.1,22.7,6.3,12.2
lge,30,FEMALE,부산,,957,7.5,7.3,7.5,7.6,6.2,8,3.9,6.6,6.3,7.4,25.7,22.6,7.3,12.2
lge,30,FEMALE,부산,2인가구,37,6.8,7.2,6.8,6.6,6.1,8.3,9.4,6.7,,7.4,24.2,23.1,6.1,12.4
lge,30,FEMALE,부산,1인가구,85,8.6,7.2,8.6,6.8,6.3,8.4,5.4,6.3,5.3,7.4,24.5,23,6.3,12.1
lge,30,FEMALE,부산,키즈맘_미취학,106,7.7,7.2,7.7,7,6.2,7.4,5.2,6,5.4,8,23.8,22.4,6,12.5
lge,30,FEMALE,부산,키즈맘_초등생,47,9.2,7.1,9.2,7.7,5,8,,6.5,7.4,7.5,22.3,20,5.5,11.2
lge,30,FEMALE,부산,키즈맘_중학생,13,6,7.2,6,7.4,5.5,8,9.2,6.1,,,24.4,24.6,5.8,12.2
lge,30,FEMALE,서울,키즈맘_미취학,244,7.8,7.3,7.8,7.5,6.4,7.7,3.3,6.6,6.6,7.6,23.6,22,6.1,12
lge,30,FEMALE,서울,중년_자녀동거,324,8.4,7.3,8.4,7.5,6,7.7,5.4,5.9,5.9,8.3,24.5,23.3,6.4,12.4
lge,30,FEMALE,서울,1인가구,222,7.7,7.4,7.7,7.3,6.7,7.6,6.1,6.6,5.7,7.8,24.6,23.8,6.2,12.5
lge,30,FEMALE,서울,2인가구,92,8.9,7.2,8.9,7.9,7.6,5.4,1.7,6.7,7.4,7.6,23.4,22.1,5.9,12.1
lge,30,FEMALE,서울,키즈맘_초등생,44,7.6,7.3,7.6,7.6,5.4,8,5.2,5.9,6.3,8.2,21.1,18.7,5.3,10.7
lge,30,FEMALE,서울,,2683,8.2,7.3,8.2,7.5,6.2,6.5,4.3,6.4,5.4,7.7,24.7,22,6.9,11.8
lge,30,FEMALE,서울,키즈맘_중학생,14,6.5,7.4,6.5,7.1,5.1,8,0.4,5.3,,,23.2,22.4,5.9,11.8
lge,30,FEMALE,세종,,75,10,7.4,10,7.1,6.9,8,,8.2,0.1,,28.4,28.1,7.4,14.5
lge,30,FEMALE,세종,2인가구,2,,,,7.1,7.2,,,6.2,,,24.8,25.5,5.6,14.3
lge,30,FEMALE,세종,키즈맘_초등생,2,10,6.4,10,8,6.2,,,9.8,,,16.9,12.3,3.2,10.2
lge,30,FEMALE,세종,키즈맘_중학생,1,,7.8,,9.1,7.8,,,8.4,,,0.6,0.6,0.1,0.3
lge,30,FEMALE,세종,1인가구,13,10,7.4,10,6.9,6.9,8,6,5.3,7.7,,22.6,20,5.7,13
lge,30,FEMALE,세종,중년_자녀동거,8,4.9,7.2,4.9,7.5,8,8,,5.9,,,27.7,27.1,7.6,13.8
lge,30,FEMALE,세종,키즈맘_미취학,10,6.7,6.9,6.7,7.3,4.6,4,,7.4,4.5,,17.7,16.5,4.5,10
lge,30,FEMALE,울산,2인가구,20,7.6,7.2,7.6,7.6,6.5,8,8.3,6.6,,,23.6,23.1,5.4,12.5
lge,30,FEMALE,울산,,325,8,7.3,8,7.1,6.3,7.3,0.3,6.7,6,7.2,25.2,22.2,7.2,11.9
lge,30,FEMALE,울산,키즈맘_미취학,35,6.5,7.1,6.5,7.3,5.5,6.8,5.4,6.8,8.2,,24.8,22.6,6.3,12.3
lge,30,FEMALE,울산,키즈맘_중학생,4,6.7,6.3,6.7,7.7,4.7,10,,5.2,7.8,,21.2,21,5,10.5
lge,30,FEMALE,울산,1인가구,18,7.4,7.2,7.4,8.1,5.2,,0.3,6,7.7,,24.2,22.4,5.9,11.9
lge,30,FEMALE,울산,키즈맘_초등생,24,10,7.1,10,7.8,5,,8,4.9,7.7,,23.9,22.8,6.2,12.3
lge,30,FEMALE,울산,중년_자녀동거,49,8.5,7.4,8.5,7.7,5.7,8,5.4,5.9,6.1,,24.9,23.4,6.4,12.7
lge,30,FEMALE,인천,키즈맘_중학생,14,10,7,10,7.5,5.4,8,0,6.6,7.8,,25.2,23.7,6.3,12.8
lge,30,FEMALE,인천,키즈맘_미취학,123,7.7,7.3,7.7,7.4,6.4,8.3,4.5,5.9,6,7.5,24.7,22.9,6.5,12.3
lge,30,FEMALE,인천,키즈맘_초등생,45,7,7.2,7,7.4,5.4,8,4.9,4.9,5.9,8,24.4,23.1,6.1,11.8
lge,30,FEMALE,인천,,1079,8.8,7.3,8.8,7.2,5.5,6.8,3.5,5.6,7.4,7.5,24.6,21.6,6.9,11.8
lge,30,FEMALE,인천,1인가구,86,6.5,7.3,6.5,7.8,5,7.1,6.3,5.8,6.5,7.3,24.8,23.5,6.1,12.6
lge,30,FEMALE,인천,중년_자녀동거,146,7.4,7.3,7.4,7.4,5.3,7.5,5.6,5.5,6.8,7.2,22.3,20.5,6,11.4
lge,30,FEMALE,인천,2인가구,33,8.4,6.8,8.4,7.2,6.9,8,0,6.7,,7.9,23.3,21,6.2,11.7
lge,30,FEMALE,전남,키즈맘_초등생,17,7.4,7.3,7.4,7.9,4.8,8,,4.8,8.8,,27.3,26.4,6.5,13.7
lge,30,FEMALE,전남,1인가구,36,8.7,7.5,8.7,7.8,6.5,8,5.6,7,,7.8,21.5,20.9,5.4,12
