ton,dist,cost
25,41.13257852,22
18,33.79573514,14
25,111.6048248,38
11,197.3287867,38
25,75.13721166,28
11,214.7968258,33
25,62.32096738,22
5,40.93965613,12
18,180.5479695,43
18,93.69199815,28
11,70.3720233,24
25,41.13257852,22
18,238.4611021,35
25,41.13257852,22
11,195.2034048,27
18,33.79573514,14
25,133.505406,40
18,238.4611021,35
14,176.1449339,30
25,47.49595945,20
25,100.8753554,32
5,97.59211129,24
11,23.02309793,16
11,106.2174696,23
18,60.10612129,25
25,59.17764669,30
25,102.0082192,30
25,76.58093168,25
5,44.47559354,16
25,305.1330364,53
11,70.3720233,24
25,104.1154134,32
5,46.61338812,18
25,104.1664103,37
18,231.6592622,60
25,95.83384542,30
11,63.7402289,18
18,25.66593953,17
25,172.8826973,50
25,49.02878204,22
5,194.7582375,27
25,64.34379087,27
11,142.0109602,29
5,175.4595242,25
25,142.8387123,30
5,189.9563512,12
11,75.24843202,23
18,100.9080401,23
25,84.74643946,26
11,109.8199998,15
11,64.24247206,14
18,216.9611967,65
11,123.9036442,16
14,127.3407236,24
11,58.78732978,18
25,75.13721166,28
5,131.1114847,20
25,55.05353884,27
5,118.2287877,17
11,306.7063837,38
5,243.6500331,20
14,132.069327,28
25,248.1765818,58
11,106.5743281,18
14,278.6879245,50
14,165.0790561,32
14,98.91189163,28
5,287.4652975,23
11,14.93937006,8
18,156.3287033,32
11,65.09840175,17
11,89.70749407,14
11,29.58512836,11
11,276.525858,50
11,23.01531007,8
25,54.43905005,26
14,147.5146725,32
25,82.53782673,23
11,92.99239312,15
11,272.3791244,24
14,158.9471653,30
14,218.9784565,38
14,158.9471653,26
11,29.57099991,11
14,253.3331389,43
11,172.8822858,23
25,116.4256249,30
11,156.2421999,55
14,178.5007664,36
5,203.7877875,27
14,227.0230042,38
25,62.44786718,29
11,253.3331389,34
5,100.0179695,22
14,72.98131545,25
25,97.47243497,30
14,79.89158642,24
14,34.6671821,16
25,115.826355,30
11,252.5858136,34
11,94.49585564,16
5,62.71269761,13
14,259.5344093,43
25,123.841556,28
5,81.44409709,15
11,83.10675653,20
14,91.24516775,24
25,113.3883373,28
25,89.41158355,30
18,130.0244287,47
18,136.8801126,32
18,77.13491899,35
25,106.3669624,30
25,303.5328285,70
25,251.5863306,53
18,93.28872597,28
25,94.96013081,47
11,120.4890454,30
25,327.0875653,60
25,109.5029041,47
25,129.6100979,38
18,134.0822855,40
18,76.1615095,22
25,327.0875653,60
25,248.1765818,62
25,49.89069233,25
25,115.141518,50
25,109.5029041,46
25,35.8270704,45
11,214.854765,40
25,214.4311883,47
25,146.6183839,35
18,121.9611254,32
11,43.47731656,22
18,40.24706936,18
25,214.4311883,47
25,92.91263815,32
5,262.9995694,30
25,222.4827643,50
5,263.9835035,30
11,263.9835035,30
5,263.9835035,30
11,263.9835035,40
5,262.9995694,40
11,263.9835035,40
5,263.9835035,40
5,172.6254608,33
5,22.49272871,12
5,22.49272871,12
5,80.96896359,28
5,80.96896359,28
5,172.6254608,33
5,87.1420948,25
5,87.1420948,25
25,18.36624892,15
5,89.32010326,26
5,260.4682525,42
5,103.0431615,24
5,259.862351,33
5,108.7443149,28
14,108.7443149,28
11,95.22117273,24
5,95.22117273,24
11,89.32010326,26
14,152.4367834,34
1,76.2209545,8
18,106.3669624,30
1,236.121813,14
11,260.4682525,42
25,220.2834738,45
18,220.2834738,45
18,71.88790676,30
1,65.5885882,6
11,78.83559372,16
25,78.42252751,27
18,84.26006258,26
5,105.938205,23
5,96.449622,13
5,250.2672104,33
5,106.3097131,14
5,83.63552337,13
5,76.39607414,22
25,320.3641488,65
1,24.36488773,4
5,181.6466513,26
5,82.51092662,12
18,130.6523399,52
25,148.0460526,48
25,100.6382583,32
11,43.47731656,22
18,216.2047582,39
11,61.87192981,16
11,71.14056915,16
18,138.6750584,30
11,71.14056915,16
11,253.6355658,40
5,238.0004912,27
11,106.3669624,30
11,52.98108234,16
25,138.2358745,37
11,78.03323063,25
11,52.98108234,16
14,81.57194798,27
25,109.4439591,28
11,23.23656256,10
11,38.63662003,35
18,50.02348152,18
14,89.75555955,26
18,45.1494657,25
25,334.505471,62
25,60.90301649,20
11,255.4590207,42
25,145.7638805,28
22,305.8856452,52
18,269.7636063,44
25,46.47484611,23
22,249.370114,50
11,255.4590207,42
11,51.95896656,19
25,67.06061979,25
18,176.4606199,40
25,208.9398501,45
25,224.4640371,54
14,239.3523753,40
25,208.9398501,45
25,51.65691709,27
11,89.75555955,26
18,176.8748789,47
25,50.81317638,26
25,327.4035999,60
22,75.38804594,34
5,132.7499103,30
11,143.9737153,28
22,254.0300394,50
25,264.3538454,53
11,95.28938343,21
5,49.58995128,16
18,11.64448073,15
11,222.7525675,28
14,218.2074951,32
11,75.04010915,20
14,117.2531373,24
25,181.3322614,42
25,60.97104872,30
25,60.97104872,30
25,265.0924511,54
25,69.96148229,29
25,60.97104872,30
25,271.9178416,45
5,68.49592132,20
11,96.33120818,20
25,264.3538454,52
11,58.76310916,16
18,219.1692904,47
25,145.0942145,50
25,261.8833674,56
25,75.67418674,30
11,105.5556754,22
11,96.52202442,26
14,87.81509974,22
14,177.1269872,35
18,49.11540387,25
14,169.4829826,27
11,66.86335376,20
18,64.95228416,27
18,182.279744,42
11,43.54184835,16
14,113.4704985,32
11,87.81509974,22
18,231.0103501,40
18,176.4606199,40
11,73.47150537,19
25,290.159121,58
14,93.84729887,52
14,247.4465382,38
11,170.140272,18
14,105.0374599,22
5,229.0093331,30
5,284.932262,40
11,229.0093331,30
11,79.09636021,21
16,204.4738132,43
11,58.96204612,20
4,25.00754488,4.5
5,39.49290902,7
5,36.98490511,11.5
11,300.5124812,30
11,166.3284626,28
11,198.8616202,25
25,294.4903606,57
5,256.0756445,14
4,37.77882637,5
18,148.8196938,29
5,14.95390594,5.5
5,146.8338856,24
14,244.1497156,42
18,11.64448073,15
18,62.99082883,20
25,261.3100799,52
16,154.5701067,32
25,259.0545401,50
18,182.4552037,35
18,75.72161167,24
5,229.6590474,20
22,187.404472,43
25,80.385733,27
25,226.3641486,45
25,76.72201008,28
25,156.9334776,35
5,257.2567254,30
25,83.74373967,28
18,82.76044622,22
14,72.21191549,27
25,76.72201008,28
25,70.43202437,23
25,255.9060725,54
11,244.2984906,42
11,56.74286954,17
25,56.48939453,2.23
18,272.932199,50
25,44.59725117,25
11,232.1846314,42
25,149.7330011,40
18,285.028875,54
18,86.74853273,29
25,64.02970356,38
14,152.4367834,32
14,64.01980802,46
11,31.33876105,18
11,18.96640015,9
25,195.6835916,49
11,29.58512836,11
11,67.43958583,16
25,70.2420405,24
11,236.1527787,35
14,204.7145241,40
16,198.6973247,40
25,107.5075507,28
25,58.26855019,27
11,275.0752197,45
25,292.0498263,55
25,57.61992754,24
14,178.6236209,28
25,51.0106411,36
14,178.6236209,28
14,178.6236209,28
25,195.6835916,49
18,117.727822,30
5,153.643561,20
14,357.7559239,46
5,68.11801302,15
11,334.6116418,40
25,108.7216349,33
25,180.0835539,40
25,220.9857963,47
18,54.97949205,22
18,97.18880486,28
25,56.16358519,24
25,186.0671545,44
25,54.34069923,25
25,162.376607,44
11,287.5057088,40
25,159.2293632,40
18,268.8889317,47
25,60.55371554,32
25,69.9851128,25
25,124.727561,34
25,36.2649687,20
18,65.5031899,27
25,53.89702564,21
25,286.7189315,61
5,78.84228375,8.4
25,67.50563924,27
5,104.7669371,21
18,169.4358186,35
11,51.60204488,14
25,164.805395,37
25,130.3394116,42
25,169.4358186,37
11,68.91870104,16
18,229.4179985,45
25,169.4358186,37
25,328.4409939,58
11,226.8094281,40
11,6.88800938,18
11,76.49922719,18
25,68.9041017,32
25,36.35262637,35
18,45.25330467,23
18,169.9666459,53
25,190.2706216,52
11,84.18423705,23
11,20.81645125,12
14,226.8094281,40
18,93.28872597,23
25,67.34429767,29
25,27.35107555,32
11,20.81645125,12
18,258.6959051,45
11,79.5909047,22
22,59.1220862,25
25,290.159121,58
25,271.6262312,60
5,30.92984042,12
25,266.2051358,55
25,126.5891045,43
22,135.5393244,28
25,78.8751582,29
25,290.159121,58
18,70.95416909,26
25,106.837263,28
5,209.7033305,25
25,84.91739217,30
18,272.9628603,25
11,51.33487781,16
18,339.6459487,41
18,68.43278136,21
5,33.14666867,9
5,279.1691216,24
11,48.51528774,16
25,289.2496987,56
11,27.44655434,15
5,268.1631162,18
5,37.68472343,8
11,69.29037605,20
14,247.6341256,40
5,218.74947,13
11,243.9654693,40
5,158.5631218,19
11,48.08790615,13
25,14.91676704,12
5,245.0484964,27
5,86.7456962,13
5,27.39471196,12
5,266.4359213,8
5,263.9027721,7
11,212.2863122,30
5,4.115492736,4.5
11,60.1591038,16
11,174.986372,28
5,87.35382274,20
11,250.7386992,33
25,134.3947617,33
25,45.53052472,20
25,60.78809755,26
25,206.636646,57
18,92.14373396,31
18,80.1388204,25
8,133.9004918,34
25,252.6955072,48
25,206.4089695,42
25,42.42259419,20
11,260.7693464,37
18,65.9491894,27
25,81.8575504,30
11,228.3851614,35
25,105.9591037,28
25,81.8575504,30
11,93.17618795,21
25,208.2109273,55
25,334.0674675,64
11,32.40027378,16
25,335.892309,62
25,130.4725028,38
18,76.51349069,26
18,217.3373858,40
25,270.6608572,65
5,96.83250576,16
16,127.6400674,33
25,304.2401558,58
14,119.7230094,26
25,174.3267357,33
18,107.5075507,25
18,127.6400674,33
25,98.88739301,32
18,73.35675524,30
11,119.7230094,24
25,217.1688582,55
18,110.1028491,30
25,75.70651105,29
11,99.32058268,24
11,91.37444569,22
14,68.63510761,20
14,91.37444569,22
25,144.9624356,30
11,151.5439271,25
5,67.21981976,10
25,130.5627188,33
5,51.15913791,12
11,65.1023127,25
25,162.376607,44
11,86.04720509,20
25,307.8290278,54
14,270.1289474,57
11,287.2390541,38
14,235.9349968,38
25,262.4734154,55
25,21.31194907,20
25,79.71276706,32
11,270.1289474,57
11,159.787435,17
25,93.03735063,27
5,237.3324549,25
5,21.9950428,17
1,29.48846432,4
5,44.37516146,15
1,14.32800787,3
1,398.415991,27.5
4,154.6741354,10.8
1,300.5182753,12.35
5,237.3324549,22
5,96.82183756,29.5
25,54.73298069,24
1,113.4313152,7.4
5,53.59906504,11.5
5,38.88021654,20
11,94.47959696,17
25,194.4320829,50
25,164.5817012,38
14,97.49664578,20
25,171.6133919,45
11,303.2904773,45
16,155.0952348,26
14,226.8094281,40
18,139.1796261,66
11,167.0835053,30
25,280.7312209,60
11,83.12888673,16
5,87.35382274,20
22,65.81614478,25
25,23.89327099,15
11,73.5434381,16
16,150.4677752,26
11,60.61271332,16
11,69.81848047,17
25,23.35640346,19
25,167.887231,37
16,54.24833084,20
18,73.21877358,20
25,137.5075775,36
11,81.58755047,15
18,254.5333048,44
25,79.553281,28
11,67.83160837,19
11,66.65348537,16
25,190.1899216,45
25,255.573528,50
11,177.4432862,17
18,225.8595092,40
18,109.8357709,32
14,64.01980802,54
11,36.87252393,14
14,141.0150346,25
11,140.6729774,16
25,106.5384005,33
5,224.3026882,28
14,106.5743281,30
18,45.94263674,18
14,43.52242002,20
18,36.10717999,17
25,9.607040991,15
11,95.65595281,18
25,104.0653208,33
25,234.1184988,50
18,32.68466919,20
25,104.7652094,33
18,204.3626488,54
11,107.2193629,20
25,23.94181474,15
25,244.2692977,50
5,68.24492441,11
5,47.31071934,26
1,70.0744724,13
5,91.04592838,14
5,159.787435,17
18,79.34792894,28
5,20.93888952,6
5,14.5196239,6
11,90.0140322,30
1,82.34434774,7.5
1,71.08741246,7.5
5,135.6540427,15
5,135.6540427,15
4,31.22694863,3.5
5,243.9568273,22
5,215.9496194,30
5,86.32635406,16
18,61.72053073,24
25,156.3736595,32
18,44.61462954,16
25,228.9955219,54
11,128.1878729,22
25,114.757923,34
14,121.0019387,26
18,143.3435299,24
11,233.6652645,41
16,324.2263511,31
25,290.9462285,57
5,351.4193635,21
25,304.2401558,58
11,47.65183619,12
5,136.8117444,18
11,251.1324368,40
18,181.5168221,55
25,20.02414785,22
25,266.5101945,57
25,93.41256582,27
25,140.5832069,41
25,140.5832069,43
25,95.61384228,36
25,101.3607031,30
25,135.0397412,36
18,73.10553142,30
25,216.0307235,50
11,12.26492422,15
25,97.43787236,43
5,12.26492422,15
25,93.41256582,27
18,65.89293263,25
25,185.50986,43
25,298.3441914,61
5,168.8289029,38
25,53.15744997,30
25,112.8068513,32
25,125.9729081,35
25,298.3441914,59
25,146.3775485,44
25,167.7032298,44
14,168.8289029,38
11,159.0008464,30
11,6.570599201,13
11,51.8906999,30
25,334.6467491,29
11,168.8289029,38
25,157.6881745,37
18,168.8289029,45
25,92.06380654,28
18,137.1350189,36
11,36.87252393,14
14,95.05727758,23
25,298.3441914,58
5,250.0876869,22
25,117.3374845,37
18,7.388281502,20
25,95.05727758,23
25,70.3720233,24
25,27.02722064,10
11,53.02651577,18
25,82.5855642,30
25,104.2659189,35
11,76.68530933,26
25,65.73744209,29
25,79.12385219,30
25,273.8198693,56
11,53.02651577,18
25,81.14674879,23
11,232.1937587,34
25,82.72812456,28
25,214.8585631,44
25,65.73744209,29
25,58.1541661,24
5,106.2837147,12
25,66.57874455,25
14,238.3954542,40
25,68.02446464,22
25,39.65306388,25
25,302.3805344,57
25,215.6307571,50
11,119.0941034,25
25,110.6695724,45
25,72.32688946,27
25,83.17777929,26
14,31.7225149,21
25,65.62597465,40
18,70.95416909,27
14,290.5889503,39
11,150.3390965,28
25,273.8198693,56
11,290.5889503,39
25,58.07160027,22
25,29.43689316,20
25,305.2106806,67
25,249.6348576,64
25,64.50530251,40
25,224.4723869,43
11,51.39943229,14
5,117.9798628,17
5,53.48882703,20
25,110.6695724,46
25,84.18534756,26
25,111.0586885,32
25,35.8270704,45
5,127.6766561,22.5
11,128.1037948,25
25,268.2711749,65
25,195.9405449,43
5,148.8406487,18.5
25,109.5029041,38
5,227.3168753,35
11,127.6766561,22.5
11,112.9548226,22.5
1,337.5453844,12
25,301.4245037,65
5,58.48824326,12
5,32.78670594,13
25,54.25197765,28
4,154.6741354,10.5
25,89.56888736,26
11,112.9548226,22.5
5,164.0747063,25
1,68.94188498,9.5
5,13.52690616,12
1,26.42632574,4
5,17.868266,10
25,43.45973774,26
25,248.1765818,80
11,109.4123678,23
25,302.4253624,58
18,99.86523236,34
18,55.99750368,21
25,166.934386,38
25,35.8270704,45
25,92.86150656,34
25,224.4723869,40
25,34.57618321,20
25,5.5119583,14
25,92.86150656,34
25,64.50530251,40
25,41.13257852,22
18,33.79573514,14
25,111.6048248,38
11,197.3287867,38
25,75.13721166,28
11,214.7968258,33
25,62.32096738,22
5,40.93965613,12
18,180.5479695,43
18,93.69199815,28
11,70.3720233,24
25,41.13257852,22
18,238.4611021,35
25,41.13257852,22
11,195.2034048,27
18,33.79573514,14
25,133.505406,40
18,238.4611021,35
14,176.1449339,30
25,47.49595945,20
25,100.8753554,32
5,97.59211129,24
11,23.07869016,16
11,106.2174696,23
18,60.10612129,25
25,59.17764669,30
25,102.0082192,30
25,76.58093168,25
5,44.47559354,16
25,305.1330364,53
11,70.3720233,24
25,104.1154134,32
5,46.61338812,18
25,104.1664103,37
18,231.6592622,60
25,95.83384542,30
11,63.7402289,18
18,25.66593953,17
25,172.8826973,50
25,49.02878204,22
5,194.7582375,27
25,64.34379087,27
11,142.0109602,29
5,175.4595242,25
25,142.8387123,30
5,189.9563512,12
11,75.24843202,23
18,100.9080401,23
25,84.74643946,26
11,109.8199998,15
11,64.24247206,14
18,216.9611967,65
11,123.9036442,16
14,127.3407236,24
11,58.78732978,18
25,75.13721166,28
5,131.1114847,20
25,55.05353884,27
5,118.2287877,17
11,306.7063837,38
5,243.6500331,20
14,132.069327,28
25,248.1765818,58
11,106.5743281,18
14,278.6879245,50
14,165.0790561,32
14,98.91189163,28
5,287.4652975,23
11,14.93937006,8
18,156.3287033,32
11,65.09840175,17
11,89.70749407,14
11,29.58512836,11
11,276.525858,50
11,23.01531007,8
25,54.43905005,26
14,147.5146725,32
25,82.53782673,23
11,92.99239312,15
11,272.3791244,24
14,158.9471653,30
14,218.9784565,38
14,158.9471653,26
11,29.57099991,11
14,253.3331389,43
11,172.8822858,23
25,116.4256249,30
11,156.2421999,55
14,178.5007664,36
5,203.7877875,27
14,227.0230042,38
25,62.44786718,29
11,253.3331389,34
5,100.0179695,22
14,72.98131545,25
25,97.47243497,30
14,79.89158642,24
14,34.6671821,16
25,115.826355,30
11,252.5858136,34
11,94.49585564,16
5,62.71269761,13
14,259.5344093,43
25,123.841556,28
5,81.44409709,15
11,83.10675653,20
14,91.24516775,24
25,113.3883373,28
25,89.41158355,30
18,130.0244287,47
18,136.8801126,32
18,77.13491899,35
25,106.3669624,30
25,303.5328285,70
25,251.5863306,53
18,93.28872597,28
25,94.96013081,47
11,120.4890454,30
25,327.0875653,60
25,109.5029041,47
25,129.6100979,38
18,134.0822855,40
18,76.1615095,22
25,327.0875653,60
25,248.1765818,62
25,49.89069233,25
25,115.141518,50
25,109.5029041,46
25,35.8270704,45
11,214.854765,40
25,214.4311883,47
25,146.6183839,35
18,121.9611254,32
11,43.47731656,22
18,40.24706936,18
25,214.4311883,47
25,92.91263815,32
5,262.9995694,30
25,222.4827643,50
5,263.9835035,30
11,263.9835035,30
5,263.9835035,30
11,263.9835035,40
5,262.9995694,40
11,263.9835035,40
5,263.9835035,40
5,172.6254608,33
5,22.49272871,12
5,22.49272871,12
5,80.96896359,28
5,80.96896359,28
5,172.6254608,33
5,87.1420948,25
5,87.1420948,25
25,18.36624892,15
5,89.32010326,26
5,260.4682525,42
5,103.0431615,24
5,259.862351,33
5,108.7443149,28
14,108.7443149,28
11,95.22117273,24
5,95.22117273,24
11,89.32010326,26
14,152.4367834,34
1,76.2209545,8
18,106.3669624,30
1,236.121813,14
11,260.4682525,42
25,220.2834738,45
18,220.2834738,45
18,71.88790676,30
1,65.5885882,6
11,78.83559372,16
25,78.42252751,27
18,84.26006258,26
5,105.938205,23
5,96.449622,13
5,250.2672104,33
5,106.3097131,14
5,83.63552337,13
5,76.39607414,22
25,320.3641488,65
1,24.35287641,4
5,181.6466513,26
5,82.51092662,12
18,130.6523399,52
25,148.0460526,48
25,100.6382583,32
11,43.47731656,22
18,216.2047582,39
11,61.87192981,16
11,71.14056915,16
18,138.6750584,30
11,71.14056915,16
11,253.6355658,40
5,238.0004912,27
11,106.3669624,30
11,52.98108234,16
25,138.2358745,37
11,78.03323063,25
11,52.98108234,16
14,81.57194798,27
25,109.4439591,28
11,23.23656256,10
11,38.63662003,35
18,50.02348152,18
14,89.75555955,26
18,45.1494657,25
25,334.505471,62
25,60.90301649,20
11,255.4590207,42
25,145.7638805,28
22,305.8856452,52
18,269.7636063,44
25,46.47484611,23
22,249.370114,50
11,255.4590207,42
11,51.95896656,19
25,67.06061979,25
18,176.4606199,40
25,208.9398501,45
25,224.4640371,54
14,239.3523753,40
25,208.9398501,45
25,51.65691709,27
11,89.75555955,26
18,176.8748789,47
25,50.81317638,26
25,327.4035999,60
22,75.38804594,34
5,132.7499103,30
11,143.9737153,28
22,254.0300394,50
25,264.3538454,53
11,95.28938343,21
5,49.58995128,16
18,11.64448073,15
11,222.7525675,28
14,218.2074951,32
11,75.04010915,20
14,117.2531373,24
25,181.3322614,42
25,60.97104872,30
25,60.97104872,30
25,265.0924511,54
25,69.96148229,29
25,60.97104872,30
25,271.9178416,45
5,68.49592132,20
11,96.33120818,20
25,264.3538454,52
11,58.76310916,16
18,219.1692904,47
25,145.0942145,50
25,261.8833674,56
25,75.67418674,30
11,105.5556754,22
11,96.52202442,26
14,87.81509974,22
14,177.1269872,35
18,49.11540387,25
14,169.4829826,27
11,66.86335376,20
18,64.95228416,27
18,182.279744,42
11,43.54184835,16
14,113.4704985,32
11,87.81509974,22
18,231.0103501,40
18,176.4606199,40
11,73.47150537,19
25,290.159121,58
14,93.84729887,52
14,247.4465382,38
11,170.140272,18
14,105.0374599,22
5,229.0093331,30
5,284.932262,40
11,229.0093331,30
11,79.09636021,21
16,204.4738132,43
11,58.96204612,20
4,25.00754488,4.5
5,39.49290902,7
5,36.98490511,11.5
11,300.5124812,30
11,166.3284626,28
11,198.8616202,25
25,294.4903606,57
5,256.0756445,14
4,37.77882637,5
18,148.8196938,29
5,14.95390594,5.5
5,146.8338856,24
14,244.1497156,42
18,11.64448073,15
18,62.99082883,20
25,261.3100799,52
16,154.5701067,32
25,259.0545401,50
18,182.2556047,35
18,75.72161167,24
5,229.6590474,20
22,187.404472,43
25,80.385733,27
25,226.3641486,45
25,76.72201008,28
25,156.9334776,35
5,257.2567254,30
25,83.74373967,28
18,82.76044622,22
14,72.21191549,27
25,76.72201008,28
25,70.43202437,23
25,255.9060725,54
11,244.2984906,42
11,56.74286954,17
25,56.48939453,2.23
18,272.932199,50
18,75.44456212,23
11,32.44894918,13
11,88.45748252,22
25,216.0861945,20
25,294.4200024,55
25,317.0966759,52
25,249.1755593,40
25,214.9247088,62
5,20.59564102,11
11,76.54199156,23
11,199.3322309,35
25,311.8124187,55
14,199.3322309,35
11,203.7354605,40
25,222.4827643,50
25,346.9275106,65
11,251.204576,38
11,251.204576,38
11,40.85181302,20
18,163.3941872,28
14,61.41577132,23
25,310.1556707,66
11,15.44435822,9
25,322.2705057,66
25,260.382888,60
25,205.6101636,47
11,201.3251595,34
25,211.95919,50
25,260.382888,60
25,260.382888,60
25,14.061266,16
11,20.67605272,9
25,260.382888,60
18,90.89775886,27
25,69.78134603,28
25,104.0653208,32
25,69.78134603,28
25,75.2019278,1.2
25,203.6373841,50
25,307.4446138,60
25,33.63521074,23
11,67.94400455,19
25,329.2380274,62
14,175.9377225,34
11,143.9095069,30
14,187.8948501,37
11,172.547302,36
1,32.43691359,4.5
25,346.9275106,65
1,63.25239919,7.5
5,29.84738022,6.5
25,211.0956084,60
5,335.4288435,32.5
5,266.0496929,13.5
1,87.91341326,5
1,236.1791771,11
1,49.14214576,5.5
5,61.80772296,11
25,56.44222849,19.5
25,49.34376268,28
18,167.0478686,40
11,40.07079438,25
11,86.24321424,16
18,51.05191818,24
11,184.2193621,30
14,93.84729887,39
18,16.49525711,20
11,61.65462358,13
11,106.7515078,17
5,108.9024706,15
5,182.3829811,24
5,108.9024706,15
25,43.04747302,22
5,36.98490511,11.5
25,126.8482387,34
25,319.7365683,58
1,41.60752829,4
5,313.256973,45
14,32.55969965,18
25,132.1914226,25
14,140.4509505,27
25,98.93766186,31
18,60.93874928,20
11,157.180562,32
11,29.54889351,13
11,188.3465188,21
25,305.6263614,37
14,93.84729887,40
14,93.84729887,58
11,14.60784645,14
25,86.26158343,35
11,141.3068193,26
11,36.87252393,14
25,172.3029417,42
14,79.89158642,24
25,83.18347978,26
14,140.4509505,27
25,195.7055707,37
1,15.14130835,2
11,231.7588966,26
25,275.9941179,56
11,315.9494283,44
11,215.8092638,52
11,249.3089626,40
14,101.8030294,25
11,263.6582792,36
25,275.9941179,56
11,180.4031056,29
25,28.99410887,18
18,235.785498,42
1,59.48259195,7
25,136.6124836,36
25,194.7539109,42
14,93.84729887,43
25,81.27639467,25
25,124.5177675,17
14,93.84729887,42
14,80.11361563,26
25,78.72852079,30
18,196.8737534,44
11,124.5177675,17
25,136.6124836,36
18,70.7207723,28
18,211.5144076,45
25,267.2239256,52
18,118.2281627,29
18,75.10337375,30
25,194.7539109,42
11,164.7340261,28
25,134.530235,36
25,72.58000794,30
25,251.1722552,50
25,216.2520857,55
18,78.05700539,28
25,20.59564102,17
18,15.37127869,14
25,58.09266079,23
11,228.651598,38
25,78.05700539,30
25,162.1653585,45
5,108.847914,8
11,264.3730018,42
18,145.7277719,30
25,41.38101838,21
25,289.2496987,58
14,286.9539405,54
11,79.09636021,21
25,52.64243956,20
25,48.50780867,20
25,94.10014967,28
25,77.52426547,30
25,77.34821977,24
11,225.0063639,38
14,133.2045494,35
18,22.55330543,15
25,39.29616691,20
25,185.5428056,42
25,237.6404843,50
18,131.8436319,30
5,278.5452422,40
25,102.7845374,35
25,317.429408,63
5,31.22097098,12
11,159.1941661,30
11,182.2556047,31
25,254.5983635,48
11,226.4130798,30
5,289.4889418,11
25,260.8614508,55
25,29.12170024,19
5,239.2281494,32
25,147.656113,35
25,59.01626996,30
25,137.5075775,36
5,42.62343822,15
25,151.8984655,35
5,42.62343822,13
11,86.50044082,21
18,162.0076255,37
11,59.30198076,17
5,175.9377225,34
5,54.3444731,16
5,54.3444731,16
25,167.887231,38
5,9.365634762,9
5,76.58383034,19
25,144.4289463,38
18,144.4289463,38
5,86.4450121,19
11,59.01626996,20
5,96.83917069,22
25,145.2481953,40
11,74.90695214,20
25,103.805874,30
25,264.783561,60
25,127.6908439,42
25,127.6908439,42
25,127.6908439,42
18,56.84411614,28
5,40.53769323,14
5,74.90695214,20
5,93.04488231,26
25,91.36949031,32
18,182.279744,40
25,170.7059881,43
25,324.9791004,68
25,250.1849352,51
18,187.5602364,43
8,102.3127737,22
18,80.00457128,21
11,255.7474953,36
11,240.5178244,38
25,40.89959154,31
18,56.32835767,20
11,36.90931261,16
18,71.88652133,21
25,197.0197525,42
11,35.44585562,12
11,71.19355388,18
5,6.380334066,8
5,11.69248673,9
25,227.90173,52
18,71.19355388,20
5,230.150887,40
11,157.8592762,28
14,121.1646758,31
25,25.34786081,16
11,172.547302,36
25,50.32957145,22
25,106.2292904,30
25,48.60525592,19
5,37.68472343,8
5,136.9463934,23
25,201.0147867,54
25,193.3128747,44
18,50.6526509,23
25,210.8891622,33
25,149.7330011,38
18,76.4894935,28
5,97.82274667,23
18,136.7766063,34
25,92.80464185,26
5,124.0133524,24
25,108.7383183,27
25,89.8686215,29
11,206.0593375,36
18,91.36949031,32
5,348.396709,57
1,73.24739016,4.5
11,206.061287,32
1,144.9846907,11.5
18,76.1615095,22
11,71.94796969,15
5,140.0292672,15
25,116.3098817,32
5,134.6260312,18
11,111.5065609,18
11,60.06114516,12
18,118.59436,20
5,98.40112283,14
5,69.72971215,13
25,160.3362529,46
25,160.3362529,46
25,138.3412737,47
5,104.8147133,13
18,170.6718901,38
11,168.3883677,28
25,107.5506235,31
18,75.44943451,23
5,206.061287,32
25,27.40318795,16
11,254.9767855,36
25,89.20475916,28
25,150.8201308,44
25,146.7651642,48
5,10.80959822,8
5,64.65215589,18
25,70.01088318,26
11,23.23656256,10
11,17.3638518,11
11,55.13236489,15
25,204.8363574,43
18,54.90249737,20
25,86.73883822,23
1,5.651249044,2.5
25,157.5993309,30
11,24.74554462,13
11,250.5329403,28
5,240.5178244,38
11,261.6829663,29
5,251.0489323,11
5,37.30894775,9
25,28.66006344,20
25,151.678296,40
11,276.1412928,38
18,15.48402857,16
25,85.29722379,32
18,61.48209474,21
11,85.05567589,2
18,50.37612473,21
22,97.71944031,24
18,136.8801126,32
11,100.1160284,33
25,9.731521062,18
18,115.4358376,30
14,46.49340203,25
11,66.42975017,20
18,55.9177977,21
11,126.2182064,20
11,75.04010915,20
25,325.284966,60
18,35.13876828,17
11,260.4408135,40
18,55.13236489,19
5,73.24739016,14
5,148.4028745,18
11,108.9721598,23
5,171.7966443,30
1,25.00849352,5.5
1,61.12309579,8.5
18,260.4408135,42
5,115.1786007,15
5,63.70260317,10
1,27.586736,6.9
5,54.24629178,8.5
25,117.5840019,35
25,290.159121,58
14,260.4408135,42
25,114.5477236,38
18,80.1703262,33
18,58.53935809,18
11,80.21488113,17
11,268.6827277,30
11,63.16641719,17
5,20.29776634,7
25,56.18435038,30
1,231.5016445,14
16,83.29753502,21
5,219.8611387,30
11,164.9023613,27
5,79.04872129,12
25,79.8768466,31
25,132.806889,40
5,49.54652137,11
5,55.14844913,12
5,69.78128329,11
5,37.97905398,9
11,95.56182919,18
25,206.3870105,47
18,65.62189354,23
5,79.52177857,15
11,75.25707606,19
